pmid,title,abstract,reviewer1_decision,reviewer2_decision,reviewer2_reason,adjudicator_decision,adjudicator_reason
38356551,Disulfidptosis characterizes the tumor microenvironment and predicts immunotherapy sensitivity and prognosis in bladder cancer.,"Bladder cancer (BLCA) is prone to metastasis and has poor prognosis with unsatisfactory treatment responsiveness. Disulfidptosis is a recently discovered, novel mode of cell death that is closely associated with human cancers. However, a comprehensive analysis of the relationship between disulfidptosis and BLCA is lacking. Therefore, this study aimed to explore the potential effect of disulfidptosis on BLCA and identify a biomarker for evaluating the prognosis and immunotherapy of patients with BLCA.We acquired BLCA RNA sequencing data from The Cancer Genome Atlas Urothelial Bladder Carcinoma (TCGA-BLCA) cohort (containing 19 normal samples and 409 tumor samples) and the GES39281 cohort (containing 94 tumor samples) which were used for external validation of the signature. Initially, we performed unsupervised consensus clustering to explore disulfidptosis-related subgroups. We then conducted functional enrichment analysis on these subgroups to gain insights into their biological significance and evaluate their immunotherapy response and chemotherapy sensitivity. Next, we conducted Least Absolute Shrinkage and Selection Operator (LASSO) regression and multivariate Cox regression to construct a prognostic signature in the TCGA training set for prognosis-related differentially expressed genes (DEGs) in the disulfidptosis-related subgroups. Subsequently, we used a receiver operating characteristic (ROC) curve and independent prognostic analysis to validate the predictive performance of the signature in the TCGA testing and the GES39281 cohorts. Finally, we explored the therapeutic value of this signature in patients with BLCA, in terms of immunotherapy and chemotherapy.In this study, we obtained two subgroups: DRG-high (238 samples) and DRG-low (160 samples). The DRG-high group exhibited a poor survival rate compared to the DRG-low group and had a significant association with tumor grade, stage, and metastasis. Additionally, several pathways related to cancer and the immune system were enriched in the high-DRG group. Moreover, the DRG-high group exhibited higher expression of PD1 and CTLA4 and had a better response to immunotherapy in patients with both PD1 and CTLA4 positivity. Conversely, the DRG-high group was more sensitive to common chemotherapeutic agents. A prognostic signature was created, consisting of COL5A1, DIRAS3, NKG7, and POLR3G and validated as having a robust predictive capability. Patients in the low-risk-score group had more immune cells associated with tumor suppression and better immunotherapy outcomes.This study contributes to our understanding of the characteristics of disulfidptosis-related subgroups in BLCA. Disulfidptosis-related signatures can be used to assess the prognosis and immunotherapy of patients with BLCA.© 2024 The Authors.",exclude,include,,include,4-gene disulfidptosis signature
38387404,A hypoxia biomarker does not predict benefit from giving chemotherapy with radiotherapy in the BC2001 randomised controlled trial.,"BC2001 showed combining chemotherapy (5-FU + mitomycin-C) with radiotherapy improves loco-regional disease-free survival in patients with muscle-invasive bladder cancer (MIBC). We previously showed a 24-gene hypoxia-associated signature predicted benefit from hypoxia-modifying radiosensitisation in BCON and hypothesised that only patients with low hypoxia scores (HSs) would benefit from chemotherapy in BC2001. BC2001 allowed conventional (64Gy/32 fractions) or hypofractionated (55Gy/20 fractions) radiotherapy. An exploratory analysis tested an additional hypothesis that hypofractionation reduces reoxygenation and would be detrimental for patients with hypoxic tumours.RNA was extracted from pre-treatment biopsies (298 BC2001 patients), transcriptomic data generated (Affymetrix Clariom-S arrays), HSs calculated (median expression of 24-signature genes) and patients stratified as hypoxia-high or -low (cut-off: cohort median).invasive loco-regional control (ILRC); secondary overall survival.Hypoxia affected overall survival (HR = 1.30; 95% CI 0.99-1.70; p = 0.062): more uncertainty for ILRC (HR = 1.29; 95% CI 0.82-2.03; p = 0.264). Benefit from chemotherapy was similar for patients with high or low HSs, with no interaction between HS and treatment arm. High HS associated with poor ILRC following hypofractionated (n = 90, HR 1.69; 95% CI 0.99-2.89 p = 0.057) but not conventional (n = 207, HR 0.70; 95% CI 0.28-1.80, p = 0.461) radiotherapy. The finding was confirmed in an independent cohort (BCON) where hypoxia associated with a poor prognosis for patients receiving hypofractionated (n = 51; HR 14.2; 95% CI 1.7-119; p = 0.015) but not conventional (n = 24, HR 1.04; 95% CI 0.07-15.5, p = 0.978) radiotherapy.Tumour hypoxia status does not affect benefit from BC2001 chemotherapy. Hypoxia appears to affect fractionation sensitivity. Use of HSs to personalise treatment needs testing in a biomarker-stratified trial.Cancer Research UK, NIHR, MRC.Copyright © 2024 The Author(s). Published by Elsevier B.V. All rights reserved.",exclude,include,,include,24-gene hypoxia signature in clinical trial
38439961,Multiomics profiling of urothelial carcinoma in situ reveals CIS-specific gene signature and immune characteristics.,"Urothelial carcinoma in situ (CIS) is an aggressive phenotype of non-muscle-invasive bladder cancer. Molecular features unique to CIS compared to high-grade papillary tumors are underexplored. RNA sequencing of CIS, papillary tumors, and normal urothelium showed lower immune marker expression in CIS compared to papillary tumors. We identified a 46-gene expression signature in CIS samples including selectively upregulated known druggable targets MTOR, TYK2, AXIN1, CPT1B, GAK, and PIEZO1 and selectively downregulated BRD2 and NDUFB2. High expression of selected genes was significantly associated with CIS in an independent dataset. Mutation analysis of matched CIS and papillary tumors revealed shared mutations between samples across time points and mutational heterogeneity. CCDC138 was the most frequently mutated gene in CIS. The immunological landscape showed higher levels of PD-1-positive cells in CIS lesions compared to papillary tumors. We identified CIS lesions to have distinct characteristics compared to papillary tumors potentially contributing to the aggressive phenotype.© 2024 The Authors.",include,exclude,仅鉴定CIS相关46基因表达签名，未报告规定临床终点,exclude,CIS signature without clinical endpoint
38493947,Single-cell and multi-omics analyses highlight cancer-associated fibroblasts-induced immune evasion and epithelial mesenchymal transition for smoking bladder cancer.,"Tobacco carcinogens are recognized as critical hazard factors for bladder tumorigenesis, affecting the prognosis of patients through aromatic amines components. However, the specific function of tobacco carcinogens and systematic assessment models in the prognosis of bladder cancer remains poorly elucidated. We retrieved bladder cancer specific tobacco carcinogens-related genes from Comparative Toxicogenomic Database, our Nanjing Bladder Cancer cohort and TCGA database. Gene×Gene interaction method was utilized to establish a prognostic signature. Integrative assessment of immunogenomics, tumor microenvironments and single-cell RNA-sequencing were performed to illustrate the internal relations of key events from different levels. Finally, we comprehensively identified 33 essential tobacco carcinogens-related genes to construct a novel prognostic signature, and found that high-risk patients were characterized by significantly worse overall survival (HR=2.25; Plog-rank < 0.01). Single-cell RNA-sequencing and multi-omics analysis demonstrated that cancer-associated fibroblasts mediated the crosstalk between epithelial-mesenchymal transition progression and immune evasion. Moreover, an adverse outcome pathway framework was established to facilitate our understanding to the tobacco carcinogens-triggered bladder tumorigenesis. Our study systematically provided immune microenvironmental alternations for smoking-induced adverse survival outcomes in bladder cancer. These findings facilitated the integrative multi-omics insights into risk assessment and toxic mechanisms of tobacco carcinogens.Copyright © 2024. Published by Elsevier B.V.",exclude,include,,include,33-gene tobacco-carcinogen signature
39269596,"Liquid-liquid phase separation-related genes associated with prognosis, tumor microenvironment characteristics, and tumor cell features in bladder cancer.","This study aimed to explore the Liquid-liquid phase separation (LLPS)-related genes associated with the prognosis of bladder cancer (BCa) and assess the potential application of LLPS-related prognostic signature for predicting prognosis in BCa patients.Clinical information and transcriptome data of BCa patients were extracted from the Cancer Genome Atlas-BLCA (TCGA-BLCA) database and the GSE13507 database. Furthermore, 108 BCa patients who received treatment at our institution were subjected to a retrospective analysis. The least absolute shrinkage and selection operator (LASSO) analysis was performed to develop an LLPS-related prognostic signature for BCa. The CCK8, wound healing and Transwell assays were performed.Based on 62 differentially expressed LLPS-related genes (DELRGs), three DELRGs were screened by LASSO analysis including kallikrein-related peptidase 5 (KLK5), monoacylglycerol O-acyltransferase 2 (MOGAT2) and S100 calcium-binding protein A7 (S100A7). Based on three DELRGs, a novel LLPS-related prognostic signature was constructed for individualized prognosis assessment. Kaplan-Meier curve analyses showed that LLPS-related prognostic signature was significantly correlated with overall survival (OS) of BCa. ROC analyses demonstrated the LLPS-related prognostic signature performed well in predicting the prognosis of BCa patients in the training group (the area under the curve (AUC) = 0.733), which was externally verified in the validation cohort 1 (AUC = 0.794) and validation cohort 2 (AUC = 0.766). Further experiments demonstrated that inhibiting KLK5 could affect the proliferation, migration, and invasion of BCa cells.In this study, a novel LLPS-related prognostic signature was successfully developed and validated, demonstrating strong performance in predicting the prognosis of BCa patients.© 2024. The Author(s), under exclusive licence to Federación de Sociedades Españolas de Oncología (FESEO).",exclude,include,,include,3-gene LLPS signature
39368544,A modified model of PANoptosisto identify prognosis and immunotherapy response in bladder cancer.,"Cell death, including apoptosis and necrosis, collectively known as widespread apoptosis. The present study aims to investigate the mechanism of action in widespread apoptosis-related modification patterns in bladder cancer.Using a clinical genomics database, we obtained transcriptomic data and related clinical information of bladder cancer patients. By employing the least absolute shrinkage analysis, we were able to construct a risk model and single-cell sequencing analysis of differential genes in bladder cancer.Five differentially expressed genes (TMPRSS4, TPST1, FOXD1, ELOVL4, EMP1) associated with widespread apoptosis were identified as features for predicting the prognosis of bladder cancer patients. Survival curve analysis revealed significant differences in prognosis (P<0.05). Additionally, multivariate Cox regression analysis determined the independent risk factor for bladder cancer prognosis as the risk score (P<0.001), with high confidence in the scoring model validated internally (P<0.001). Single-cell sequencing reveals high expression of CDKN2A, ERBB2, and TMPRSS4 in B cells, while HRAS is significantly expressed in fibroblasts.PANscore, as a potential prognostic and immunotherapeutic biomarker, will provide more precise and rational basis for personalized treatment strategies.Copyright © 2024. Published by Elsevier Ltd.",exclude,include,,include,5-gene PANoptosis risk model
39380003,Dynamic landscape of m6A modifications and related post-transcriptional events in muscle-invasive bladder cancer.,"Muscle-invasive bladder carcinoma (MIBC) is a serious and more advanced stage of bladder carcinoma. N6-Methyladenosine (m6A) is a dynamic and reversible modifications that primarily affects RNA stability and alternative splicing. The dysregulation of m6A in MIBC can be potential target for clinical interventions, but there have been limited studies on m6A modifications in MIBC and their associations with post-transcriptional regulatory processes.Paired tumor and adjacent-normal tissues were obtained from three patients with MIBC following radical cystectomy. The additional paired tissues for validation were obtained from patients underwent transurethral resection. Utilizing Nanopore direct-RNA sequencing, we characterized the m6A RNA methylation landscape in MIBC, with a focus on identifying post-transcriptional events potentially affected by changes in m6A sites. This included an examination of differential transcript usage, polyadenylation signal sites, and variations in poly(A) tail length, providing insights into the broader impact of m6A alterations on RNA processing in MIBC.The prognostic-related m6A genes and m6A-risk model constructed by machine learning enables the stratification of high and low-risk patients with precision. A novel m6A modification site in the 3' untranslated region (3'UTR) of IGLL5 gene were identified, characterized by a lower m6A methylation ratio, elongated poly(A) tails, and a notable bias in transcript usage. Furthermore, we discovered two particular transcripts, VWA1-203 and CEBPB-201. VWA1-203 displayed diminished m6A methylation levels, a truncated 3'UTR, and an elongated poly(A) tail, whereas CEBPB-201 showed opposite trends, highlighting the complex interplay between m6A modifications and RNA processing. Source code was provided on GitHub ( https://github.com/lelelililele/Nanopore-m6A-analysis ).The state-of-the-art Nanopore direct-RNA sequencing and machine learning techniques enables comprehensive identification of m6A modification and provided insights into the potential post-transcriptional regulation mechanisms on the development and progression in MIBC.© 2024. The Author(s).",exclude,include,,include,m6A-related machine-learning risk model
39603145,Transcriptome-Based Network Analysis Related to Histone Deacetylase Genes and Identified EMP1 as a Potential Biomarker for Prognosis in Bladder Cancer.,"Abnormal expression and function of histone deacetylases (HDACs) are closely associated with the development of bladder cancer (BCa). Systematic elucidation of the role of HDACs in BCa is expected to improve BCa prognosis and treatment strategies.We explored the correlation and expression patterns of HDAC family genes in BCa. Consensus clustering was employed to categorize BCa into subtypes based on HDAC expression profiles. Differential analysis, pathway enrichment analysis, and drug responsiveness evaluation were conducted to characterize HDAC subtypes. Then, a prognostic model based on HDAC cluster related genes was constructed and validated across multiple cohorts.We identified distinct HDAC expression patterns and correlations with immune cell infiltration and enrichment of pathways in cancer, highlighting their role in BCa. Consensus clustering revealed 2 HDAC gene subtypes. Gene cluster 1 showed worse survival, higher clinical stage, and lower immune cell infiltration compared to gene cluster 2. Additionally, pathway enrichment analysis revealed differences in tumor-promoting pathways between the clusters. Moreover, gene cluster 1 exhibited higher resistance to Rho kinase inhibitor drugs. Multi-omic analysis unveiled unique mutation and CNV profiles between the clusters, indicating distinct molecular features. Furthermore, a HDAC gene-related prognostic model demonstrated robust predictive accuracy and identified EMP1 as a key prognostic gene associated with poor survival and enriched metastatic pathways.Our study provides comprehensive insights into the landscape of HDACs in BCa, elucidating their roles in tumor heterogeneity, immune modulation, drug responsiveness, and molecular features. EMP1 is a potential therapeutic target and prognostic marker for BCa.Copyright © 2024 Elsevier Inc. All rights reserved.",exclude,include,,include,HDAC-cluster prognostic model
39695796,Prognostic feature based on androgen-responsive genes in bladder cancer and screening for potential targeted drugs.,"Bladder cancer (BLCA) is a tumor that affects men more than women. The biological function and prognostic value of androgen-responsive genes (ARGs) in BLCA are currently unknown. To address this, we established an androgen signature to determine the prognosis of BLCA.Sequencing data for BLCA from the TCGA and GEO datasets were used for research. The tumor microenvironment (TME) was measured using Cibersort and ssGSEA. Prognosis-related genes were identified and a risk score model was constructed using univariate Cox regression, LASSO regression, and multivariate Cox regression. Drug sensitivity analysis was performed using Genomics of drug sensitivity in cancer (GDSC). Real-time quantitative PCR was performed to assess the expression of representative genes in clinical samples.ARGs (especially the CDK6, FADS1, PGM3, SCD, PTK2B, and TPD52) might regulate the progression of BLCA. The different expression patterns of ARGs may lead to different immune cell infiltration. The risk model indicates that patients with higher risk scores have a poorer prognosis, more stromal infiltration, and an enrichment of biological functions. Single-cell RNA analysis, bulk RNA data, and PCR analysis support the reliability of this risk model, and a nomogram was also established for clinical use. Drug prediction analysis showed that high-risk patients had a better response to fludarabine, AZD8186, and carmustine.ARGs played an important role in the progression, immune infiltration, and prognosis of BLCA. The ARGs model has high accuracy in predicting the prognosis of BLCA patients and provides more effective medication guidelines.© 2024. The Author(s).",exclude,include,,include,Androgen-responsive gene risk model
39769061,Loss of Glutathione-S-Transferase Theta 2 (GSTT2) Modulates the Tumor Microenvironment and Response to BCG Immunotherapy in a Murine Orthotopic Model of Bladder Cancer.,"Loss of the glutathione-S-transferases Theta 2 (Gstt2) expression is associated with an improved response to intravesical Mycobacterium bovis, Bacillus Calmette-Guérin (BCG) immunotherapy for non-muscle-invasive bladder cancer (NMIBC) patients who receive fewer BCG instillations. To delineate the cause, Gstt2 knockout (KO) and wildtype (WT) C57Bl/6J mice were implanted with tumors before treatment with BCG or saline. RNA was analyzed via single-cell RNA sequencing (scRNA-seq) and real-time polymerase chain reaction (RT-PCR). BCG induced PD-L1 expression in WT mice bladders, while pro-inflammatory TNF-α was upregulated in KO bladders. ScRNA-seq analysis showed that Gstt2 WT mice bladders had a higher proportion of matrix remodeling fibroblasts, M2 macrophages, and neuronal cells. In KO mice, distinct tumor cell types, activated fibroblasts, and M1 macrophages were enriched in the bladders. In WT bladders, the genes expressed supported tumorigenesis and immunosuppressive PD-L1 expression. In contrast, Gstt2 KO bladders expressed genes involved in inflammation, immune activation, and tumor suppression. An 11-gene signature (Hmga2, Peak 1, Kras, Slc2a1, Ankfn1, Ahnak, Cmss1, Fmo5, Gphn, Plec, Gstt2), derived from the scRNA-seq analysis predicted response in NMIBC patients (The Cancer Genome Atlas (TCGA) database). In conclusion, our results indicate that patients with WT Gstt2 may benefit from anti-PD-L1 checkpoint inhibition therapy.",exclude,include,,include,11-gene signature predicts BCG response
40018511,Single-cell Analysis Highlights Anti-apoptotic Subpopulation Promoting Malignant Progression and Predicting Prognosis in Bladder Cancer.,"Bladder cancer (BLCA) has a high degree of intratumor heterogeneity, which significantly affects patient prognosis. We performed single-cell analysis of BLCA tumors and organoids to elucidate the underlying mechanisms.Single-cell RNA sequencing (scRNA-seq) data of BLCA samples were analyzed using Seurat, harmony, and infercnv for quality control, batch correction, and identification of malignant epithelial cells. Gene set enrichment analysis (GSEA), cell trajectory analysis, cell cycle analysis, and single-cell regulatory network inference and clustering (SCENIC) analysis explored the functional heterogeneity between malignant epithelial cell subpopulations. Cellchat was used to infer intercellular communication patterns. Co-expression analysis identified co-expression modules of the anti-apoptotic subpopulation. A prognostic model was constructed using hub genes and Cox regression, and nomogram analysis was performed. The tumor immune dysfunction and exclusion (TIDE) algorithm was applied to predict immunotherapy response.Organoids recapitulated the cellular and mutational landscape of the parent tumor. BLCA progression was characterized by mesenchymal features, epithelial-mesenchymal transition (EMT), immune microenvironment remodeling, and metabolic reprograming. An anti-apoptotic tumor subpopulation was identified, characterized by aberrant gene expression, transcriptional instability, and a high mutational burden. Key regulators of this subpopulation included CEBPB, EGR1, ELF3, and EZH2. This subpopulation interacted with immune and stromal cells through signaling pathways such as FGF, CXCL, and VEGF to promote tumor progression. Myofibroblast cancer-associated fibroblasts (mCAFs) and inflammatory cancer-associated fibroblasts (iCAFs) differentially contributed to metastasis. Protein-protein interaction (PPI) network analysis identified functional modules related to apoptosis, proliferation, and metabolism in the anti-apoptotic subpopulation. A 5-gene risk model was developed to predict patient prognosis, which was significantly associated with immune checkpoint gene expression, suggesting potential implications for immunotherapy.We identified a distinct anti-apoptotic tumor subpopulation as a key driver of tumor progression with prognostic significance, laying the foundation for the development of new therapeutic strategies to improve patient outcomes.© The Author(s) 2025.",exclude,include,,include,5-gene risk model
40097551,Comprehensive analysis of RNA methylation-related genes to identify molecular cluster for predicting prognosis and immune profiles in bladder cancer.,"m6A, m5C and m7G are common types of RNA methylation modifications that are widely involved in key mechanisms regulating malignancy. However, the role of RNA methylation-related genes in the immune microenvironment of bladder cancer (BLCA) remains elusive. In this study, we established RNA methylation molecular subtypes by analyzing the TCGA and GEO datasets. Risk model and nomogram were constructed by LASSO and multivariate Cox regression analysis and validated by external datasets. Genetic variations, functional enrichment analysis and immune cell infiltration were analyzed. The expression levels of hub genes were detected by real-time polymerase chain reaction (qRT-PCR) and immunohistochemistry (IHC). The effect of FN1 on cellular function was determined using experimental assays. Finally, we identified a 7-gene signature associated with BLCA prognosis. GSE19423 validated the predictive value of the risk model. The IMvigor210 data showed the model had promising predictive efficacy for BLCA immunotherapy. Significant differences in biological function, immune cell infiltration and drug sensitivity were observed between high- and low-risk groups. Furthermore, FN1 was upregulated in BLCA, as determined by qRT-PCR and IHC. Depletion of FN1 using siRNA impaired cell motility in T24 and 5637 cells. In conclusion, RNA methylation-related risk model can predict the prognosis, immune landscape and response to immunotherapy in BLCA. Among the 7-gene signature, FN1 is a pivotal gene that promotes the migration of bladder cancer cells.© 2025. The Author(s).",exclude,include,,include,7-gene RNA-methylation signature
40405063,Novel Gene expression-based Risk Stratification tool predicts recurrence in Non-muscle invasive Bladder cancer.,"Bladder cancer represents a heterogeneous disease with distinct clinical challenges. Non-muscle invasive bladder cancer (NMIBC) typically presents as indolent and slow-growing, yet a critical clinical challenge remains: identifying which patients will progress to muscle-invasive disease requiring radical interventions. Early detection of progression propensity is essential, as once muscle invasion occurs, the risk of distant metastasis increases substantially, and treatment shifts from conservative TURBT (Transurethral Resection of Bladder Tumor) to aggressive surgical interventions with significant morbidity. Current risk stratification methods fail to adequately predict this transition in approximately 30% of cases, highlighting the urgent need for more accurate prognostic tools.This retrospective study aimed to develop and validate a transcriptomics-based mRNA score for predicting early NMIBC recurrence, comparing its performance against traditional risk stratification methods.We analyzed mRNA expression profiles from primary retrospective NMIBC tumor specimens (n = 25) collected between [2018-2022]. Traditional risk stratification tools, including EORTC scoring, were applied alongside our novel mRNA-based risk score to evaluate predictive accuracy for recurrence.The transcriptomics-based mRNA score demonstrated a median prediction accuracy of 90% across 10,000 resampling iterations for predicting early NMIBC recurrence, significantly outperforming traditional EORTC risk scores. Our comprehensive gene set identified 435 differentially expressed genes associated with recurrence. Kaplan-Meier analysis showed significantly different recurrence-free survival between high and low mRNA risk score groups (Bonferroni corrected p-value < 0.0001).This retrospective analysis confirms that mRNA expression-based risk stratification provides superior predictive accuracy compared to conventional clinicopathologic risk tools. Implementation of this gene signature could potentially reduce over-investigation and improve surveillance cost-effectiveness after TURBT in patients with primary high-risk NMIBC. These findings may transform the clinical management paradigm by enabling more personalized follow-up protocols based on molecular risk assessment.© 2025. The Author(s).",exclude,include,,include,mRNA recurrence risk score
40589607,Machine Learning and Experimental Validation Reveal MYH11 as a Novel Prognostic Biomarker and Therapeutic Target in Bladder Cancer.,"Bladder cancer (BCa) is one of the top ten most common cancers, yet its underlying mechanisms remain unclear. This study aimed to explore the potential molecular mechanisms of BCa using multi-omics and single-cell analysis.First, differential analysis of transcriptome data related to BCa from public databases was performed, and a risk model was then developed using 101 different machine learning algorithms to determine prognostic genes, followed by independent prognostic analysis to construct a nomogram. Immune infiltration analysis was performed to explore the impact of prognostic genes on the tumor microenvironment. Metabolomics, proteomics, and post-translational modification data from BCa tumor and adjacent non-tumor tissues were used to explore the relationships between prognostic genes and various omics levels. Finally, single-cell analysis identified key cells involved in BCa pathogenesis, and in vitro experiments validated the expression and function of key genes.The risk model constructed by 8 prognostic genes identified using 101 algorithms effectively predicted the survival outcomes of BCa patients. Furthermore, risk scores, pathological T stage, and pathological N stage were confirmed as independent prognostic factors for the nomogram construction. Interestingly, high-risk patients showed a significantly lower response to PD-L1 treatment, with higher TIDE scores. Omics analysis revealed a close relationship between prognostic genes and proteomics, metabolomics, and post-translational modifications. Specifically, FLNC and MYH11 may influence BCa progression through phosphorylation and succinylation. Single-cell analysis identified fibroblasts as key cells in BCa. Functional experiments showed that MYH11 knockdown promoted cell proliferation, migration, and invasion.This study identified 8 prognostic genes to construct a risk model, and suggest that MYH11 is a potential diagnostic and prognostic biomarker for BCa.© 2025 Tan et al.",exclude,include,,include,8-gene machine-learning risk model
40631135,Intrinsic higher potency of basal urothelial cells to intermediate and umbrella cells as the cell of origin for bladder cancer.,"Transcriptome profiling of bladder cancer has revealed distinct basal-like and luminal-like molecular subtypes, which may be correlated with pathological subtypes of different patient outcomes. However, whether these molecular subtypes originate from the corresponding cell types in the normal urothelium and whether different cells of origin influence bladder cancer progression remain unclear. Here, we conducted cell-type-specific lineage tracing in CRISPR/Cas9-induced mouse bladder cancer models of Pten and Trp53 targeting. We show that although basal, intermediate, and superficial umbrella cells can all serve as the cell of origin for bladder cancer, transformed umbrella cells were gradually displaced by tumor cells from inner layers, particularly transformed basal cells, which had highest stemness. Histological and single cell RNA-sequencing data comparing basal- and intermediate-cell-induced bladder tumors revealed that basal-induced tumors displayed higher heterogeneity, and contained unique cell clusters including Krt14+Ki67+ highly proliferative basal cells, squamous cell carcinoma, and transitioning cells towards the Gata3+ luminal subtype. Trajectory analysis confirmed the cell lineage differentiation hierarchy uncovered in lineage tracing. Moreover, human bladder cancer molecular subtype signatures were highly enriched in mouse tumor cell clusters of the corresponding cell of origin, and a gene signature derived from the unique basal-induced clusters is predictive of worse patient outcome. Overall, our results support that the basal and luminal molecular subtypes of bladder cancer have the corresponding cells of origin as their basis, and that urothelial basal cells are intrinsically more competitive than intermediate and umbrella cells in generating aggressive bladder cancer subtypes.",exclude,include,,include,Basal-derived gene signature associated with outcome
40703521,Identification of lactylation-associated immune and metabolic regulators in bladder cancer via integrated bulk and single-cell transcriptomics.,"Lactate-driven metabolic reprogramming and histone lactylation play pivotal roles in bladder cancer (BLCA) progression, yet their underlying mechanisms and regulatory genes remain poorly understood.Using transcriptomic data from The Cancer Genome Atlas (TCGA), we identified lactylation-associated genes and constructed a prognostic signature. Comprehensive bioinformatics analyses were conducted to assess immune infiltration, tumor microenvironment characteristics, and the lactylation landscape at the single-cell level. Furthermore, we performed in vitro experiments to evaluate the biological functions of key lactylation-related genes in BLCA cells.Six lactylation-related hub genes were identified, among which FASN and RUNX2 were significantly upregulated in BLCA and associated with poor prognosis. Single-cell analyses revealed elevated lactylation signatures in tumor epithelial and immune cells. Knockdown of FASN or RUNX2 in BLCA cell lines significantly suppressed cell proliferation, induced apoptosis, and reduced intracellular lactate levels. Correspondingly, global protein lactylation was diminished, with dominant modification signals observed around 40 kDa, indicating a potential set of non-histone proteins as key functional targets.Our study highlights a metabolic-enzymatic axis wherein FASN and RUNX2 regulate lactate-driven protein lactylation in BLCA. These findings provide new insights into the non-histone functions of lactylation and suggest potential therapeutic targets at the intersection of metabolism and tumor immunity.Copyright © 2025 Chen, Sun and Liu.",exclude,include,,include,6-gene lactylation signature
40867253,Gene Expression in Muscle-Invasive and Non-Muscle-Invasive Bladder Cancer Cells Exposed to Hypoxia.,"Hypoxic cancers are radioresistant, but biomarkers based on expression of multiple genes can identify patients who will benefit from hypoxia modification. Most studies identifying relevant genes exposed cells in culture to 1% oxygen, which activates hypoxia-inducible factor (HIF). However, oxygen concentrations in hypoxic tumours are heterogeneous ranging from <0.1%. As lower oxygen levels would likely affect transcriptional responses, we aimed to investigate how gene selection at different oxygen levels affects the genes identified and their prognostic capability.Four MIBC (J82, T24, UMUC3, HT1376) and two non-MIBC (RT4, RT112) bladder cancer cell lines were exposed to varying oxygen levels (20%, 1%, 0.2% and 0.1% O2) for 24 h and were then harvested and frozen. RNA was extracted and transcriptomes analysed using Clariom S microarrays. Differences in gene expression were investigated. Prognostic and predictive significance of a published 24-gene signature was compared with one generated from genes identified at lower oxygen levels.The number of upregulated genes increased with decreasing O2 level. The number of biological pathways involved also increased. Differences between cell lines dominated those due to hypoxia. Some genes were commonly upregulated in MIBC and NMIBC cells and others increased exclusively in either MIBC or NMIBC cells. The median expression of a published 24-gene bladder cancer hypoxia-associated signature increased with decreasing oxygen levels. Seventy-seven genes were upregulated in at least three cell lines by exposure to 0.1% O2. The median expression of the 77 genes was of borderline prognostic significance in the bladder cancer cohort in the TCGA (The Cancer Genome Atlas). Five of the seventy-seven genes upregulated by hypoxia were present in the twenty-four-gene bladder hypoxia signature. The median expression of the 5 genes demonstrated identical prognostication to the 24-gene signature but failed to predict benefit from hypoxia modification.The number of genes upregulated by exposure of bladder cancer cells to hypoxia increases as O2 level is decreased from 1% to 0.2% to 0.1%. Differential upregulation of gene expression by MIBC and NMIBC cells and the associated biological pathways may be useful in understanding the genetics of bladder cancer invasiveness. Based on a search of the literature, this is the first study that assessed the expression of genes in bladder cancer using three hypoxic concentration levels to identify biomarkers for disease progression and prognosis among differentially expressed bladder cancer genes.",include,exclude,细胞系缺氧基因表达研究，未报告规定临床终点,include,24-gene hypoxia signature and TCGA prognostic analysis
40916434,Mevalonate Metabolic Reprogramming Drives Cisplatin Resistance in Bladder Cancer: Mechanisms and Therapeutic Targeting.,"Dysregulation of mevalonate metabolism is a hallmark of tumorigenesis and therapy resistance across malignancies, though its role in bladder cancer remains unclear. This study aimed to elucidate its impact on prognosis and cisplatin chemosensitivity in bladder cancer.Transcriptomic data and clinical information of bladder cancer patients were obtained from The Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO) databases. Non-negative matrix factorization (NMF) was used to cluster mevalonate metabolism-related genes into distinct metabolic subtypes (C1 and C2). Associations between mevalonate metabolism, clinical characteristics, immune infiltration, and cisplatin resistance were analyzed using Gene Set Variation Analysis (GSVA), Kaplan-Meier survival analysis, single-sample Gene Set Enrichment Analysis (ssGSEA), and in vitro experiments.NMF clustering classified bladder cancer patients into two metabolic subtypes (C1/C2). The C1, characterized by higher mevalonate metabolism (MVAscore), was associated with a poorer prognosis, shorter overall survival (OS), and higher T-stage and pathological grades. Immune analysis showed lower immune cell infiltration in C1. Immune infiltration analysis revealed significantly lower immune infiltration levels in the C1. Further analysis revealed a positive correlation between mevalonate metabolism and platinum resistance, with a notable increase in mevalonate metabolism observed in cisplatin-resistant bladder cancer cells. In vitro, simvastatin inhibited the proliferation of bladder cancer cells and enhanced their sensitivity to cisplatin.Mevalonate metabolism drives BCa heterogeneity and chemoresistance while suppressing anti-tumor immunity. Its dysregulation serves as both a prognostic biomarker and a target for therapeutic intervention.Mevalonate metabolism contributes to cisplatin resistance in bladder cancer and represents a potential therapeutic target. Simvastatin targeting this pathway enhances the efficacy of cisplatin, providing a novel personalized chemotherapy strategy.Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.net.",exclude,include,,include,Mevalonate metabolic score and subtypes
