pmid,pmcid,title,year,extraction_status,confidence,source,n_genes,genes,context,has_fulltext,consensus_decision
34512722,PMC8429908,Tumor Expression Profile Analysis Developed and Validated a Prognostic Model Based on Immune-Related Genes in Bladder Cancer.,2021,extracted,high,fulltext,8,DCHS1|PTGIS|PTPN6|AIFM3|FLRT2|PCSK5|CLSTN2|HSH2D,"A total of eight signature genes were identified: DCHS1, PTGIS, PTPN6, AIFM3, FLRT2, PCSK5, CLSTN2, and HSH2D (Figure 3D); the coefficients of the signature genes are shown in Supplementary Table 1.",Y,include
34418989,PMC8380338,A novel survival model based on a Ferroptosis-related gene signature for predicting overall survival in bladder cancer.,2021,extracted,high,abstract_window,12,CISD1|GCLM|CRYAB|SLC7A11|TFRC|ACACA|ZEB1|SQLE|FADS2|ABCC1|G6PD|PGD,"n-dependent form of programmed cell death. Ferroptosis is closely related to tumour occurrence and progression, but the prognostic value of ferroptosis-related genes (FRGs) in BLCA remains to be further clarified. In this study, we identified an FRG signature with potential prognostic value for patients with BLCA.The corresponding clinical data and mRNA expression profiles of BLCA patients were downloaded from The Cancer Genome Atlas (TCGA). Univariate Cox regression was used to extract FRGs rel",Y,include
34490263,PMC8417704,A Novel Ferroptosis-Related Prognostic Signature Reveals Macrophage Infiltration and EMT Status in Bladder Cancer.,2021,extracted,high,fulltext,6,CISD1|CRYAB|FTH1|ACACA|ZEB1|SQLE,A 6-gene signature was identified and risk score was calculated by following formula: (0.251 × CISD1) + (0.135 × CRYAB) + (0.225 × FTH1) + (0.656 × ACACA) + (0.242 × ZEB1) + (0.202 × SQLE).FIGURE 1Data processing flow chart.FIGURE 2Identification of bladder cancer-specific ferroptosis-related genes and construction of the prognostic model.,Y,include
34404901,PMC8370985,An immune cell infiltration-related gene signature predicts prognosis for bladder cancer.,2021,extracted,high,abstract_window,5,FPR1|CIITA|KLRC1|TNFRSF6B|WFIKKN1,", we identified turquoise module with strong and significant association with the infiltration abundance of immune cells which were associated with overall survival of BCa patients. Subsequently, we developed an immune cell infiltration-related gene signature based on the module genes (MGs) and immune-related genes (IRGs) from the Immunology Database and Analysis Portal (ImmPort). Then, we tested the prognostic power and performance of the signature in both discovery and external validation data",Y,include
34422642,PMC8378228,A Novel Prognostic Model Based on Ferroptosis-Related Gene Signature for Bladder Cancer.,2021,extracted,high,abstract_window,9,ALB|BID|FADS2|FANCD2|IFNG|MIOX|PLIN4|SCD|SLC2A3,Ferroptosis is a newly discovered programmed cell death and plays a crucial role in the occurrence and progression of tumors. Ferroptosis-related genes (FRGs) can be promising candidate biomarkers in BC. The objective of our study was to construct a prognostic model to improve the prognosis prediction of BC.The mRNA expression profiles and corresponding clinical data of bladder urothelial carcinoma (BLCA) patients were downloaded from The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (G,Y,include
34339395,PMC8386527,Development and validation of an intra-tumor heterogeneity-related signature to predict prognosis of bladder cancer: a study based on single-cell RNA-seq.,2021,extracted,high,fulltext_window,5,GPSM3|RFC4|RPA3|IFI27L2|APH1A,"ke leukocytes and monocytes [29, 30]. However, the functions of GPSM3 in malignant tumors remain unclear. Other novel biomarkers, like RFC4, RPA3, IFI27L2, and APH1A, were also identified, despite the unclear associated mechanisms. Totally, our risk signature helped identify novel biomarkers and might provide clues for mechanisms of BCa from the prospect of ITH.The potential compounds targeting HRS were also predicted with CMap. Some of the compounds could interact with malignant tumors from pre",Y,include
34368227,PMC8334560,Identification of a Prognostic Signature Associated With the Homeobox Gene Family for Bladder Cancer.,2021,extracted,high,abstract,6,TSHZ3|ZFHX4|ZEB2|MEIS1|ISL1|HOXC4,"Results: Six genes were selected to construct this prognostic model: TSHZ3, ZFHX4, ZEB2, MEIS1, ISL1, and HOXC4.",Y,include
34266411,PMC8281685,A novel immune-related gene pair prognostic signature for predicting overall survival in bladder cancer.,2021,extracted,high,fulltext_window,5,CD4|CTLA4|LAG3|BTLA|HAVCR2," group and the low-risk group. Then, univariate and multivariate Cox regression were performed to evaluate whether the risk score was an independent predictor of poor OS in BC patients. Subgroup analyses were performed to prove the robustness of the signature. The GSE31684 and IMvigor210 cohorts were used to validate the signature. In addition, the immune-related signatures from six other articles were compared with the current IRGP signature [27–32].Immune parametersTo assess immune infiltratio",Y,include
34112144,PMC8194149,Identification of a tumor microenvironment-related seven-gene signature for predicting prognosis in bladder cancer.,2021,extracted,high,fulltext_window,7,ADAMTS9|COL6A2|FBN1|FSTL1|ACAP1|IFIT3|TAP1,"croenvironment structure, which contributed to the poor prognosis of BLCA.Considering that previous studies have only focused on expression value of multiple genes to stratify patients and predict the outcome [23, 24], we attempted to develop a gene-signature formula model. LASSO is a widely used approach for establishing prognostic gene signature models, of which main advantage is the ability of preventing overfitting [33] .Based on the 55 genes, we identified seven TME related hub genes that c",Y,include
34095228,PMC8175978,Construction and External Validation of a Ferroptosis-Related Gene Signature of Predictive Value for the Overall Survival in Bladder Cancer.,2021,extracted,high,abstract_window,4,ALOX5|FANCD2|HMGCR|FADS2,"wnloaded the mRNA expression files and clinical data of 256 bladder samples (188 bladder tumour and 68 nontumour samples) from the GEO database and 430 bladder samples (411 bladder tumour and 19 nontumour samples) from the TCGA database. A multigene signature based on prognostic ferroptosis-related genes was constructed by least absolute shrinkage and selection operator Cox regression analysis in the GEO cohort. The TCGA cohort was used to validate the ferroptosis-related gene signature. Next, f",Y,include
33962639,PMC8103571,Identification and validation of a hypoxia-related prognostic and immune microenvironment signature in bladder cancer.,2021,extracted,high,fulltext_window,7,SLC2A3|ALDOB|FOXO3|SDC4|VEGFA|EGFR|GPC1,"sociated genes. b The 50 genes with the most associated interaction degrees were selected. c Univariate Cox regression analysis of hypoxia-related genes. d Multivariate Cox regression analysis of hypoxia-related genesTo construct the hypoxia-related risk model, univariate and multivariate Cox analyses were performed using the top 50 genes in the TCGA-BLCA cohort. In the univariate Cox analysis, 14 HRGs were significantly associated with patients’ OS outcomes (Fig. 2c). After multivariate Cox reg",Y,include
33925460,PMC8146553,Identification of an 11-Autophagy-Related-Gene Signature as Promising Prognostic Biomarker for Bladder Cancer Patients.,2021,extracted,high,abstract,11,APOL1|ATG4B|BAG1|CASP3|DRAM1|ITGA3|KLHL24|P4HB|PRKCD|ULK2|WDR45,"The performance of the 11-gene ARG signature was further evaluated in a training cohort and an independent validation cohort (N = 200) using Kaplan-Meier OS curve analysis, receiver operating characteristic (ROC) analysis, as well as univariate and multivariate Cox regression analysis.Our study identified an 11-gene ARG signature that is significantly associated with OS, including APOL1, ATG4B, BAG1, CASP3, DRAM1, ITGA3, KLHL24, P4HB, PRKCD, ULK2, and WDR45.",Y,include
33937319,PMC8082411,Identification of an IRGP Signature to Predict Prognosis and Immunotherapeutic Efficiency in Bladder Cancer.,2021,extracted,high,fulltext_window,15,IDO1|CD274|HAVCR2|PDCD1|CTLA4|LAG3|PDCD1LG2|VIM|ACTA2|COL4A1|TGFBR2|ZEB1|CLDN3|SMAD9|TWIST1,"CA cohort. (A) Nomograms for predicting the probability of patient mortality based on IRPG signature and clinical variables. (B) The calibration plot for internal validation of the nomogram. (C) Decision curve analyses of the nomograms based on IRGP signature for 3-year overall survival. BLCA, bladder cancer; IRGP, immune-related gene pair.Evaluate Differences in TME Between High- and Low-GroupsWe used GSVA to explore the differences in biological pathways between the two groups of BLCA patients",Y,include
33535616,PMC7867154,A Molecular Signature Determines the Prognostic and Therapeutic Subtype of Non-Muscle-Invasive Bladder Cancer Responsive to Intravesical Bacillus Calmette-Guérin Therapy.,2021,extracted,high,fulltext_window,3,E2F1|RAD54L|FOXM1,"r T.J., Mogil L.S., et al. Identification of Differential Tumor Subtypes of T1 Bladder Cancer. Eur. Urol. 2020;78:533–537. doi: 10.1016/j.eururo.2020.06.048.9.Kim S.K., Roh Y.G., Park K., Kang T.H., Kim W.J., Lee J.S., Leem S.H., Chu I.S. Expression signature defined by FOXM1-CCNB1 activation predicts disease recurrence in non-muscle-invasive bladder cancer. Clin. Cancer Res. 2014;20:3233–3243. doi: 10.1158/1078-0432.CCR-13-2761.10.Mun J.Y., Baek S.W., Park W.Y., Kim W.T., Kim S.K., Roh Y.G., Je",Y,include
33545950,PMC7837905,Identification and prognostic value of a glycolysis-related gene signature in patients with bladder cancer.,2021,extracted,high,abstract_window,4,CHPF|AK3|GALK1|NUP188,"Bladder cancer (BC) is one of the most common malignancies worldwide. Several biomarkers related to the prognosis of patients with BC have previously been identified. However, these prognostic models use only one gene and are thus not reliable or accurate enough. The purpose of our study was to develop an innovative gene signature that has greater prognostic value in BC. So, in this study, we performed mRNA expression profiling of glycolysis-related genes in BC (n = 407) cohorts by mining data f",Y,include
33456631,PMC7785346,Construction of an Immune-Associated Gene-Based Signature in Muscle-Invasive Bladder Cancer.,2020,extracted,high,fulltext_window,4,ANXA6|AHNAK|ILK|NR2F6,"he KEGG enrichment analysis, these IAGs were primarily correlated with pathways related to adherens junction, extracellular matrix, vesicle lumen, focal adhesion, cell-substrate junction, and costamere (Figure 2(b)).3.2. Construction of an IAG-Based SignatureBy performing univariate Cox regression analysis on the 22 IAGs in the TCGA cohort, ANXA6 (annexin A6), AHNAK (AHNAK nucleoprotein), ILK (integrin-linked kinase), and NR2F6 (nuclear receptor subfamily 2 group F member 6) were significantly r",Y,include
33391264,PMC7774015,A TP53-Associated Immune Prognostic Signature for the Prediction of Overall Survival and Therapeutic Responses in Muscle-Invasive Bladder Cancer.,2020,extracted,high,fulltext,3,CTSE|ORM1|PTHLH,"The above results demonstrate the TIPS is effective in predicting the OS of MIBC patients.Gene Set Enrichment Analysis of the TP53-Associated Immune Prognostic Signature GenesTo further investigate enriched KEGG pathways of CTSE, ORM1 and PTHLH in MIBC, GSEA was performed based on TCGA-MIBC RNA-seq data.",Y,include
33292266,PMC7643334,Identification of metabolism-associated genes and construction of a prognostic signature in bladder cancer.,2020,extracted,high,fulltext_window,5,PLOD1|CKB|PYGB|AKR1B1|PDE5A,"map exhibited the enriched GO terms across the differentially expressed MAGs. b Heatmap exhibited the enriched KEGG pathways across the differentially expressed MAGsIdentification of prognosis-related MAGs and construction of a MAGs based prognostic signatureBy performing univariate Cox regression analysis on 23 MAGs, a total of 5 MAGs were identified to have significant prognostic value in BC (P < 0.05) (Fig. 3a). Five MAGs were considered as risk factors with HR values greater than 1. Subseque",Y,include
33313125,PMC7723522,Development of a prognostic signature for bladder cancer based on immune-related genes.,2020,extracted,high,fulltext_window,6,ABCC4|CFTR|TNFAIP3|APOBEC3G|CCR1|CHUK,15 20 25 Biological Processes Cellular Components immune response extracellular space chemotaxis inflammatory response extracellular region positive regulation of cell proliferation cell-cell signaling plasma membrane 5 0 –5 A B C D Shi et al. IRGPs signature for prognosis prediction in BC © Annals of T ranslational Medicine. All rights reserved. Ann Transl Med 2020;8(21):1380 | http://dx.doi.org/10.21037/atm-20-1102 Page 6 of 15 Table 3 Model information about IRGPs signature IRG 1 Full name Im,Y,include
32763782,,A novel risk score based on a combined signature of 10 immune system genes to predict bladder cancer prognosis.,2020,extracted,high,abstract_window,10,MMP9|RBP7|PDGFRA|AHNAK|OAS1|OLR1|RAC3|SLIT2|IGF1|AGTR1,"r with a poor prognosis worldwide. There is an urgent need to better understand the pathogenesis and progression of BC and to find useful biomarkers for diagnosis and prognosis. This study was aimed at developing a potential immunogenomic prognostic signature for BC patients. To identify possible immune-system-related genes (IRGs) whose parameters predict the survival of BC patients, we chose 371 BC patients and analyzed differentially expressed IRGs from The Cancer Genome Atlas (TCGA) datasets.",N,include
32467671,PMC7238531,A glycolysis-based 4-mRNA signature correlates with the prognosis and cell cycle process in patients with bladder cancer.,2020,extracted,high,abstract_window,3,NUP205|PFKFB1|PKM,cer from The Cancer Genome Atlas (TCGA) database. Gene set enrichment analysis (GSEA) was conducted to identify glycolytic gene sets that were significantly different between bladder cancer tissues and paired normal tissues. A prognosis-related gene signature was constructed by univariate and multivariate Cox analysis. Kaplan-Meier curves and time-dependent receiver operating characteristic (ROC) curves were utilized to evaluate the signature. A nomogram combined with the gene signature and clin,Y,include
32096345,PMC7163112,An immune relevant signature for predicting prognoses and immunotherapeutic responses in patients with muscle-invasive bladder cancer (MIBC).,2020,extracted,high,abstract,9,CCDC80|CD3D|CIITA|FN1|GBP4|GNLY|SPINK1|UBD|VIM,"An immune-relevant gene signature (TIM signature) consisting of nine key prognostic DEGs (CCDC80, CD3D, CIITA, FN1, GBP4, GNLY, SPINK1, UBD, and VIM) was constructed using least absolute shrinkage and selection operator (LASSO) Cox regression analysis.",Y,include
32117435,PMC7013035,Identification and Validation of an Individualized Prognostic Signature of Bladder Cancer Based on Seven Immune Related Genes.,2020,extracted,high,abstract_window,8,RBP7|PDGFRA|AHNAK|OAS1|RAC3|EDNRA|SH3BP2|CD4,"o tailor treatment for patients with BLCA.A set of 47 prognostic IRGs was identified. LASSO regression and identified seven BLCA-specific prognostic IRGs, i.e., RBP7, PDGFRA, AHNAK, OAS1, RAC3, EDNRA, and SH3BP2. We developed an IRG-based prognostic signature that stratify BLCA patients into two subgroups with statistically different survival outcomes [hazard ratio (HR) = 10, 95% confidence interval (CI) = 5.6-19, P < 0.001]. The ROC curve analysis showed acceptable discrimination with AUCs of 0",Y,include
31894276,PMC6967157,Identification of a 13‑mRNA signature for predicting disease progression and prognosis in patients with bladder cancer.,2020,extracted,high,abstract_window,6,CTHRC1|MMP11|AEBP1|SNCAIP|COL1A1|S100A8," 13‑mRNA signature, patients were divided into high‑ and low‑risk groups, with different prognostic outcomes. The gene signature was an independent prognostic factor for overall survival. Receiver operating characteristic analysis suggested that the signature performed well in the validation cohort and its predictive power outperformed other several published signatures. CTHRC1, MMP11, AEBP1, SNCAIP, COL1A1 and S100A8 were identified as hub genes and their expression levels were detected using r",Y,include
28400426,,A Gene Signature for Selecting Benefit from Hypoxia Modification of Radiotherapy for High-Risk Bladder Cancer Patients.,2017,extracted,high,fulltext_window,6,CAV1|P4HA2|DPYSL2|SLC2A3|SLC16A1|LDLR,"8-0432.CCR-17-0038 14 Th i s st u d y sh o w ed t h a t t h e L en d a h l h y p ox i a si gn at u r e ( 1 5 ) w a s predictive of benefit from hypoxic modification but not prognostic in muscle invasive blad der carcinomas. None of the other hypoxia signatures were pr ognostic or predictive. A de no vo 24-gene signature was independently validated in multiple publically available cohort s and the new BCON cohort, and shown to be prognostic and predictive of benefit from the a ddition of CON to r",Y,include
29147616,PMC5674963,mRNA Expression levels of genes involved in antitumor immunity: Identification of a 3-gene signature associated with prognosis of muscle-invasive bladder cancer.,2017,extracted,manual,abstract,3,TNFSF4|CD8A|TIGIT,"A 3-gene signature of OX40L, CD8 and TIGIT was associated with prognosis in muscle-invasive bladder cancer.",Y,include
26802582,PMC4861129,Integrative Pathway Analysis of Metabolic Signature in Bladder Cancer: A Linkage to The Cancer Genome Atlas Project and Prediction of Survival.,2016,extracted,high,fulltext,4,CHIT1|DNMT1|GPD1|PLA2G4A,"B to D, in BCa cohorts of integrated 6-gene signature consisting of CHIT1, DNMT1, GPD1, PLA2G4A, TARSL2 and SETD7, which was significantly associated with worse prognosis in all 3 cohorts.",Y,include
30642841,PMC6449217,Serum Metabolic Profiling Identified a Distinct Metabolic Signature in Bladder Cancer Smokers: A Key Metabolic Enzyme Associated with Patient Survival.,2019,extracted,high,fulltext,3,COMT|IYD|TTL,"Importantly, a set of these gene signatures especially COMT, IYD, and TTL in BLCA smokers may play an important role in BLCA tumor progression, and this could provide potential prognostic value and future targets for therapeutic intervention.Supplementary Material123456AcknowledgmentsThis research was fully supported by NIH/NCI R01CA220297 (N.P), and NIH/NCI R01CA216426 (N.P.) and American Cancer Society (ACS) Award 127430-RSG-15–105-01-CNE (N.P.), partially supported by the following grants: NI",Y,include
30846479,PMC6571061,Multi-omics Integration Analysis Robustly Predicts High-Grade Patient Survival and Identifies CPT1B Effect on Fatty Acid Metabolism in Bladder Cancer.,2019,extracted,high,fulltext_window,6,PLA2G4C|LIPG|PIGS|PIGU|ATP8B2|ATP8B4," univariate and multivariate Cox proportional hazard regression models using the Kim, Lindgren, Sjodahl, TCGA data sets to assess the associations between the 27 gene signature and the time-to-death. Using multiivariate models, we tested the 27 gene signature (top 50% vs. bottom 50%) (Supplementary Table S6A–D) while controlling for sex, age, and tumor stage. Univariate Cox proportional hazard regression analysis showed that the gene signature was significantly associated with risk of death, wit",Y,include
32165065,,Impact of Molecular Subtyping and Immune Infiltration on Pathological Response and Outcome Following Neoadjuvant Pembrolizumab in Muscle-invasive Bladder Cancer.,2020,excluded,missing,none,0,,no extractable new gene list; evaluated existing molecular signatures,N,include
32695477,PMC7359373,The prognostic value of six survival-related genes in bladder cancer.,2020,extracted,high,abstract_window,6,EMP1|TPM1|NRP2|FGFR1|CAVIN1|LATS2,n of tumor-paracancerous DEGs genes and paracancerous-normal DEGs genes. The survival-related genes were screened by Kaplan-Meier (KM) survival analysis and univariable Cox regression with the cutoff criteria of KM < 0.05 and cox p-value < 0.05. The risk model was developed using Lasso regression. The clinical data were analyzed by univariate and multivariate Cox regression analysis. Gene Ontology (GO) and KEGG enrichment analysis were performed in the DEGs genes between the high-risk and low-ri,Y,include
32929335,PMC7481430,Identification of glycogene-type and validation of ST3GAL6 as a biomarker predicts clinical outcome and cancer cell invasion in urinary bladder cancer.,2020,extracted,high,abstract_window,4,UBC|MAL|ST3GAL6|GATA3,"come need to be investigated. Methods: A systematic transcriptomic analysis of 185 glycogenes in the public UBC datasets with survival information and clinicopathological parameters were performed using unsupervised hierarchical clustering. The gene signature for glycogene-type classification was identified using Limma package in R language, and correlated to 8 known molecular features by Gene Set Variation Analysis (GSVA). The clinical relevance and function of a glycogene was characterized by ",Y,include
33096258,,An 18-gene signature based on glucose metabolism and DNA methylation improves prognostic prediction for urinary bladder cancer.,2021,excluded,missing,none,0,,18-gene list not provided in accessible abstract/full text,N,include
33208770,PMC7675970,Transcriptomic analysis of micropapillary high grade T1 urothelial bladder cancer.,2020,extracted,high,abstract_window,3,CD36|FABP3|RAET1E,"lan-Meier methods were used to assess the relation between time to progression (TTP) and individual gene expression adjusting for clinical covariates. Over 3000 genes were differentially expressed in MPBC-HGT1 as compared with cUC-HGT1 and a 26-gene signature is characteristic of MPBC within HGT1. A set of three genes; CD36, FAPB3 and RAETE1; were significantly associated with TTP. High expression of FABP3 and CD36 were associated with shorter TTP (p = 0.045 and p = 0.08) as was low expression o",Y,include
33392066,PMC7773013,Dysregulation of the Immune Microenvironment Contributes to Malignant Progression and Has Prognostic Value in Bladder Cancer.,2020,extracted,high,fulltext_window,5,CD109|CD96|HNMT|MMP9|NFKBIZ,"OS. (B) Nomogram for predicting the probability of 1-, 3-, and 5-year OS. (C–E) Calibration plots of the nomogram for predicting the probability of 1-, 3-, and 5-year OS. (F, G) DCA of the nomogram predicting 1- and 3-year OS. IPS, immune prognostic signature; TCGA, The Cancer Genome Atlas; OS, overall survival; DCA, decision curves analyses; HR, hazard ratio; CI, confidence interval.Validation of 14 OS-Associated mmune GenesThe RNA-sequence data of BLCA samples from our center were used to vali",Y,include
33837006,PMC8338756,Myeloid Cell-associated Resistance to PD-1/PD-L1 Blockade in Urothelial Cancer Revealed Through Bulk and Single-cell RNA Sequencing.,2021,extracted,high,fulltext_window,4,ARID1A|CXCL13|TGFB1|CXCL8,"d).3 This cohort has been previously described, with further detail provided in Table S1; RNA sequencing and TMB data were available for 72 and 139 patients, respectively.3 The adaptive immune response, pro-tumorigenic inflammation, and stromal gene signatures demonstrated similar associations with OS, progression free survival (PFS) and response rate in the Checkmate 275 cohort (Table S5). As observed in the IMvigor 210 cohort, the 2IR score in the Checkmate 275 cohort demonstrated the largest ",Y,include
33985530,PMC8117567,Metabolic classification of bladder cancer based on multi-omics integrated analysis to predict patient prognosis and treatment response.,2021,extracted,high,fulltext_window,3,RB1|E2F3|DDR2,"%, 8.48%, and 8.14% for RB1 (13q14.2), respectively. The amplification rates of oncogenes in the M1, M2, and M3 subtypes were 18.57%, 15.15%, and 13.95% for E2F3 (6p22.3), and were 15.71%, 8.48%, and 16.86% for DDR2 (1q23.3), respectively.Prognostic risk model based on characteristic genes of metabolic subtypes of bladder cancerAmong the 289 characteristic genes of the metabolic subtypes, random survival forest identified 39 genes with relative importance ≥ 0 as the final features, and univariat",Y,include
34329197,PMC8386543,Identification of immune-related genes that predict prognosis and risk of bladder cancer: bioinformatics analysis of TCGA database.,2021,extracted,high,abstract_window,11,ADIPOQ|PPY|NAMPT|TAP1|AHNAK|OLR1|PDGFRA|IL34|MMP9|RAC3|SH3BP2,"tively involved in tumor-related functions and pathways. Using multivariate Cox regression analysis, we detected 11 optimal IRGs (ADIPOQ, PPY, NAMPT, TAP1, AHNAK, OLR1, PDGFRA, IL34, MMP9, RAC3, and SH3BP2). We validated the prognostic value of this signature in two validation cohorts: GSE13507 (n = 165) and GSE32894 (n = 224). Furthermore, we performed a western blot and found that the expression of these IRGs matched their mRNA expression in TCGA. Moreover, correlations between risk score and ",Y,include
34512654,PMC8427805,Scoring System Based on RNA Modification Writer-Related Genes to Predict Overall Survival and Therapeutic Response in Bladder Cancer.,2021,extracted,high,fulltext_supp_table,10,IER3IP1|RPP21|ZSCAN16|FAM43A|LARP7|MAP1A|NSUN5|PRPF19|GALK1|TNFSF13B,Supplementary Table S9 lists the ten genes in the multivariable Cox model.,Y,include
34521394,PMC8439049,Cross-talk and clinical value of m[superscript 6]A regulatory gene in bladder cancer.,2021,extracted,high,fulltext_window,3,YTHDC1|FTO|WTAP,"arateristics. B Kaplan–Meier survival curves were generated from the comparison of cluster 1, cluster 2 and cluster 3 using the level of the bladder cancerThree m[superscript 6]A-related genes related to prognosis were used to construct a prognostic risk modelTo investigate the prognostic value of m[superscript 6]A RNA methylation regulatory gene in bladder cancer. Univariate Cox regression analysis was constructed with the TCGA data set (Fig. 6A). P < 0.1 as the reference standard, we found tha",Y,include
34901008,PMC8657403,Hypoxic Characteristic Genes Predict Response to Immunotherapy for Urothelial Carcinoma.,2021,extracted,high,fulltext,4,TKTL1|JMJD6|IRS2|ANXA2,"We constructed a hypoxia risk prognostic model based on four hypoxia-related genes (TKTL1, JMJD6, IRS2, ANXA2) through multivariate Cox regression analysis.",Y,include
35265613,PMC8899848,Identification and Quantification of Iron Metabolism Landscape on Therapy and Prognosis in Bladder Cancer.,2022,extracted,high,abstract,13,TCIRG1|CTSE|ATP6V0A1|CYP2C8|RNF19A|CYP4Z1|YPEL5|PLOD1|BMP6|CAST|SCD|IFNG|ASIC3,"Then we established the IMRG prognosis signature (IMRGscore) by the least absolute shrinkage and selection operator (LASSO), including 13 IMRGs (TCIRG1, CTSE, ATP6V0A1, CYP2C8, RNF19A, CYP4Z1, YPEL5, PLOD1, BMP6, CAST, SCD, IFNG, and ASIC3).",Y,include
35593896,,Epithelial-to-mesenchymal transition based diagnostic and prognostic signature markers in non-muscle invasive and muscle invasive bladder cancer patients.,2022,extracted,high,abstract_manual,7,CDH1|CDH2|SNAI1|SNAI2|TWIST1|ZEB1|VIM,EMT biomarkers named in the abstract and mapped to HGNC symbols.,Y,include
35669725,PMC9165618,A Multiomics Profiling Based on Online Database Revealed Prognostic Biomarkers of BLCA.,2022,extracted,high,abstract_window,10,CD4|CDH2|COL1A1|EIF2S2|PSMA3|NAA10|DNM1L|TUBA4A|KIF11|KIF23,"ere downloaded from The Cancer Genome Atlas (TCGA) database and GEO database (GSE13507). GSVA analysis converted the gene expression matrix to the gene set expression matrix. ""CancerSubtypes"" classified patients into three subtypes and established a prognostic model based on differentially expressed gene sets (DEGSs) among the three subtypes. For genes from prognosis-related DEGSs, functional and pathway enrichment analyses and PPI network analysis were carried out. The Human Protein Atlas (HPA)",Y,include
35784457,PMC9247554,Characterization of Ligand-Receptor Pair in Bladder Cancer Develops a Validated Scoring Model for Prognosis and Treatment Response.,2022,extracted,high,fulltext,3,ANXA1-|EGFR|CALR-,The risk score of each patient was generated for the risk model.LR.score = (β1xi1+ β2xi2+...+ βpxip) = 0.137∗ANXA1- > EGFR+0.212*CALR- > LRP1-0.358∗CCL14- > CCR5-0.118∗CHAD- > ITGA2-0.095∗DSPP- > ITGB6+0.071∗EFEMP1- > EGFR-0.253∗IFNE- > IFNAR2-0.367∗IL22- > IL22RA2+0.162∗PDGFD- > PDGFRB-0.115∗TNFSF13- > TNFRSF14.Drug Sensitivity AnalysisWe downloaded drug sensitivity data for approximately 1000 cancer cell lines from Genomics of Drug Sensitivity in Cancer (GDSC) (http://www.cancerrxgene.org).,Y,include
35804889,PMC9264990,The Prognostic Value of the Circulating Tumor Cell-Based Four mRNA Scoring System: A New Non-Invasive Setting for the Management of Bladder Cancer.,2022,extracted,high,abstract_window,4,EGFR|TRPM4|TWIST1|ZEB1," long-term cystoscopy monitoring and treatment. The lack of an accurate classification system predicting the risk of recurrence or progression leads to the search for new biomarkers and strategies. Our pilot study aimed to identify a prognostic gene signature in circulating tumor cells (CTCs) isolated by ScreenCell devices from muscle invasive and non-muscle invasive BC patients. Through the PubMed database and Cancer Genome Atlas dataset, a panel of 15 genes modulated in BC with respect to norm",Y,include
35846128,PMC9279929,Discovery of Notch Pathway-Related Genes for Predicting Prognosis and Tumor Microenvironment Status in Bladder Cancer.,2022,extracted,high,fulltext_window,5,DTX3L|CNTN1|GATA3|MAGEA1|SORBS2,entified 11 genes associated with significant prognostic differences (Supplementary Table S5). The hub genes were further selected using Lasso regression and multivariate Cox analyses in order to narrow the gene range and construct a highly accurate prognostic model (Supplementary Figure S2). Six target genes were determined by combining the analysis. The 6-gene signature formula was as follows: Risk score = expression level of DTX3L × (-0.490) + expression level of CNTN1 × (0.230) + expression ,Y,include
35958598,PMC9360490,Comprehensive FGFR3 alteration-related transcriptomic characterization is involved in immune infiltration and correlated with prognosis and immunotherapy response of bladder cancer.,2022,extracted,high,fulltext_window,11,CERCAM|TPST1|OSBPL10|EMP1|CYTH3|PCDH10|GAP43|COLQ|DGKB|SETBP1|FGFR3,"ly correlated with OS of BC patients. (D–H) No statistically significant difference in OS of BC patients between high and low expression of brown (D), red (E), turquoise (F), green (G), or gray (H) module.Establishment and validation of a novel FARG signatureThe association analysis between these identified 966 hub genes and OS of BC patients was then conducted by the univariate Cox regression analysis, finally identifying 62 OS-related hub genes ( Supplementary Table 2 , p < 0.01), which were f",Y,include
36300085,PMC9589509,"Identification of a dysregulated CircRNA-associated gene signature for predicting prognosis, immune landscape, and drug candidates in bladder cancer.",2022,extracted,high,abstract_window,10,PFKFB4|EDNRA|GSN|GAS1|PAPPA|DTL|TGFBI|PRSS8|RGS1|TCF4,"ssues were confirmed using qRT-PCR. Functional analysis results determined that 772 GO functions and 32 KEGG pathways were enriched in the ceRNA network. Ten genes (PFKFB4, EDNRA, GSN, GAS1, PAPPA, DTL, TGFBI, PRSS8, RGS1 and TCF4) were selected for signature construction among the ceRNA network. The Human Protein Atlas (HPA) expression of these genes were consistent with the above sequencing data. Notably, the model was validated in multiple external datasets (GSE13507, GSE31684, GSE48075, IMvi",Y,include
36358715,PMC9654607,The Urothelial Transcriptomic Response to Interferon Gamma: Implications for Bladder Cancer Prognosis and Immunotherapy.,2022,extracted,high,fulltext_window,9,IFNGR1|IFNGR2|CCL20|CXCL8|CXCL1|CXCL6|IL23A|IL1B|IL17C,"d MIBC tumours from the different cohorts were pooled to support Kaplan–Meier NMIBC Recurrence Free Survival (RFS) and MIBC Overall Survival (OS) analysis, respectively. Statistical significance of the difference between Kaplan–Meier curves for IFNγ-signature high and low groups was performed using Mantel-Cox and Gehan-Breslow-Wilcoxon tests, with hazard ratios calculated using both Mantel-Haenszel and log rank approaches. A Cox proportional hazards regression analysis was performed using the ps",Y,include
