pmid,doi,year,journal,title,abstract,pubtypes,authors,screening_reasons,screening_reasons
33392066,10.3389/fonc.2020.542492,2020,Frontiers in oncology,Dysregulation of the Immune Microenvironment Contributes to Malignant Progression and Has Prognostic Value in Bladder Cancer.,"The malignant progression from non-muscle-invasive bladder cancer (NMIBC) to muscle-invasive bladder cancer (MIBC) is common and has detrimental effect on patients. We aimed to elucidate the underlying mechanisms of the malignant progression from an immunological perspective and establish a reliable signature for prognostic prediction and immunotherapeutic strategies.The Cell Type Identification by Estimating Relative Subsets of RNA Transcripts algorithm was applied to the GSE32894 data set to identify the different tumor-infiltrating immune cells involved in NMIBC and MIBC. Using weighted gene correlation network analysis, survival analysis and least absolute shrinkage and selection operator Cox analysis, we established an immune prognostic signature (IPS) based on 14 overall survival-associated immune genes in The Cancer Genome Atlas (TCGA). Functional enrichment analyses and nomogram were performed to explore the potential effects and prognostic performance of the IPS. Furthermore, the RNA-sequence data from our center were used to validate the expression levels of the selected immune genes in BLCA samples.Diverse proportions of macrophage subtypes were observed between NMIBC and MIBC. Patients with high risk scores had a worse prognosis than patients with low risk scores in training (TCGA) and validation data sets (GSE32894, GSE13507, and GSE48277). The IPS was a useful prognostic factor for patients treated with immunotherapy in the IMvigor210 trial. Hallmarks of multiple oncogenic pathways were significantly enriched in the high risk group. A novel nomogram model was established for prognostic predictions. The dysregulated expression of the selected immune genes between NMIBC and MIBC was also validated in BLCA samples.Dysregulation of the immune microenvironment promoted the malignant progression from NMIBC to MIBC. The IPS can stratify patients into different risk groups with distinct prognoses and immunotherapeutic susceptibility, thus facilitating personalized immunotherapy.Copyright © 2020 Zheng, Mao, Zhang, Liu, Li, Wang and Yao.",Journal Article,Zheng Z; Mao S; Zhang W; Liu J; Li C; Wang R; Yao X,not_signature_like_title,not_signature_like_title
33324071,10.2147/OTT.S284167,2020,OncoTargets and therapy,Extracellular Matrix-Related Six-lncRNA Signature as a Novel Prognostic Biomarker for Bladder Cancer.,"Bladder cancer (BC) is the fourth-commones cancer and the sixth-leading cause of cancer-related death among men. However, a lack of reliable biomarkers remains a problem forprognosis and treatment of BC. lncRNAs have been shown to play important roles in various cancers, and have emerged as promising biomarkers for cancer prognosis and treatment.In this study, using univariate and multivariate Cox regression analysis, we examined the differential expression profiles of 1,651 lncRNAs in the TCGA BLCA cohort and created a prognostic gene signature composed of six lncRNAs (for SNHG12, MAFG- DT, ASMTL-AS1, LINC02321, LINC01322, and LINC00922), designed the SMALLL signature.The SMALLL signature displayed significant prognostic power for overall survival for BC patients in multiple cohorts. Gene Ontology analysis showed that genes coexpressed with the SMALLL signature were associated with the extracellular matrix network, and immune cell-infiltration analysis showed that activated naïve B cells, regulatory T cells, M0 macrophages, eosinophils, resting memory CD4 T cells and resting NK cells were significantly different in high- and low-risk groups. We also confirmed differential expression of the lncRNAs of the SMALLL signature in BC tissue and paracancer normal tissue by qRT-PCR analysis. Cell-invasion and -migration experiments showed that MAFG-AS1, ASMTL-AS1, LINC02321, and LINC00922 significantly affected cell invasion and migration.Our study revealed that the lncRNA signature is an important predictive factor of prognosis and provides a promising biomarker for BC.© 2020 Qing et al.",Journal Article,Qing L; Gu P; Liu M; Shen J; Liu X; Guang R; Ke K; Huang Z; Lee W; Zhao H,non_mrna_title,non_mrna_title
33208770,10.1038/s41598-020-76904-7,2020,Scientific reports,Transcriptomic analysis of micropapillary high grade T1 urothelial bladder cancer.,"No consensus currently exist on the optimal treatment of patients with high-risk nonmuscle invasive (HGT1) micropapillary variant of bladder cancer (MPBC). Transcripsome analysis may allow stratification of MPBC-HGT1 enabling prediction of recurrence and guide therapeutic management for individual patients. Whole transcriptome RNA-Sequencing of tumors from 23 patients with MPBC-HGT1 and 64 conventional urothelial carcinomas (cUC) (reference set) was performed. Differentially expressed genes between MPBC-HGT1 and cUC-HGT1 were explored. Cox proportional hazard models and Kapplan-Meier methods were used to assess the relation between time to progression (TTP) and individual gene expression adjusting for clinical covariates. Over 3000 genes were differentially expressed in MPBC-HGT1 as compared with cUC-HGT1 and a 26-gene signature is characteristic of MPBC within HGT1. A set of three genes; CD36, FAPB3 and RAETE1; were significantly associated with TTP. High expression of FABP3 and CD36 were associated with shorter TTP (p = 0.045 and p = 0.08) as was low expression of RAET1E (p = 0.01). Our study suggest that a 26-gene signature can define MPBC-HGT1 within conventional urothelial carcinomas. A prognostic risk index of three genes (FABP3, CD36 and RAET1E) was found to be associated with shorter TTP and may help classify a group of patients with MPBC-HGT1 with high-risk of early progression. These observations might have implications in terms of radical cystectomy recommendation in MPBC patients.","Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Bowden M; Nadal R; Zhou CW; Werner L; Barletta J; Juanpere N; Lloreta J; Hernandez-Llodrà S; Morote J; de Torres I,not_signature_like_title,not_signature_like_title
32929335,10.7150/thno.48711,2020,Theranostics,Identification of glycogene-type and validation of ST3GAL6 as a biomarker predicts clinical outcome and cancer cell invasion in urinary bladder cancer.,"Background: Urinary bladder cancer (UBC) is one of the most common causes of morbidity and mortality worldwide characterized by a high risk of invasion and metastasis; however, the molecular classification biomarkers and underlying molecular mechanisms for UBC patient stratification on clinical outcome need to be investigated. Methods: A systematic transcriptomic analysis of 185 glycogenes in the public UBC datasets with survival information and clinicopathological parameters were performed using unsupervised hierarchical clustering. The gene signature for glycogene-type classification was identified using Limma package in R language, and correlated to 8 known molecular features by Gene Set Variation Analysis (GSVA). The clinical relevance and function of a glycogene was characterized by immunohistochemistry in UBC patient samples, and quantitative RT-PCR, Western blotting, promoter activity, MAL II blotting, immunofluorescence staining, wound healing, and transwell assays in UBC cells. Results: A 14-glycogene signature for glycogene-type classification was identified. Among them, ST3GAL6, a glycotransferase to transfer sialic acid to 3'-hydroxyl group of a galactose residue, showed a significant negative association with the subtype with luminal feature in UBC patients (n=2,130 in total). Increased ST3GAL6 was positively correlated to tumor stage, grade, and survival in UBCs from public datasets or our cohort (n=52). Transcription factor GATA3, a luminal-specific marker for UBC, was further identified as a direct upstream regulator of ST3GAL6 to negatively regulate its transactivation. ST3GAL6 depletion decreased MAL II level, cell invasion and migration in 5637 and J82 UBC cells. ST3GAL6 could reverse the effects of GATA3 on global sialylation and cell invasion in SW780 cells. Conclusions: Herein, we successfully identified a novel 14-gene signature for glycogene-type classification of UBC patients. ST3GAL6 gene, from this signature, was demonstrated as a potential biomarker for poor outcomes and cell invasion in UBCs.© The author(s).","Journal Article; Research Support, Non-U.S. Gov't",Dalangood S; Zhu Z; Ma Z; Li J; Zeng Q; Yan Y; Shen B; Yan J; Huang R,not_signature_like_title,not_signature_like_title
32695477,10.1038/s41420-020-00295-x,2020,Cell death discovery,The prognostic value of six survival-related genes in bladder cancer.,"This study was conducted to identify genes that are differentially expressed in paracancerous tissue and to determine the potential predictive value of selected gene panel. Gene transcriptome data of bladder tissue was downloaded from UCSC Xena browser and NCBI GEO repository, including GTEx (the Genotype-Tissue Expression project) data, TCGA (The Cancer Genome Atlas) data, and GEO (Gene Expression Omnibus) data. Differentially Expressed Genes (DEGs) analysis was performed to identify tumor-DEGs candidate genes, using the intersection of tumor-paracancerous DEGs genes and paracancerous-normal DEGs genes. The survival-related genes were screened by Kaplan-Meier (KM) survival analysis and univariable Cox regression with the cutoff criteria of KM < 0.05 and cox p-value < 0.05. The risk model was developed using Lasso regression. The clinical data were analyzed by univariate and multivariate Cox regression analysis. Gene Ontology (GO) and KEGG enrichment analysis were performed in the DEGs genes between the high-risk and low-risk subgroups. We identified six survival-related genes, EMP1, TPM1, NRP2, FGFR1, CAVIN1, and LATS2, found in the DEG analyses of both, tumor-paracancerous and paracancerous-normal differentially expressed data sets. Then, the patients were classified into two clusters, which can be distinguished by specific clinical characteristics. A three-gene risk prediction model (EMP1, FGFR1, and CAVIN1) was constructed in patients within cluster 1. The model was applied to categorize cluster 1 patients into high-risk and low-risk subgroups. The prognostic risk score was considered as an independent prognostic factor. The six identified survival-related genes can be used in molecular characterization of a specific subtype of bladder cancer. This subtype had distinct clinical features of T (topography), N (lymph node), stage, grade, and survival status, compared to the other subtype of bladder cancer. Among the six identified survival-related genes, three-genes, EMP1, FGFR1, and CAVIN1, were identified as potential independent prognostic markers for the specific bladder cancer subtype with clinical features described.© The Author(s) 2020.",Journal Article,Cheng S; Jiang Z; Xiao J; Guo H; Wang Z; Wang Y,not_signature_like_title,not_signature_like_title
32497499,10.1016/j.cell.2020.05.017,2020,Cell,Intratumoral CD4+ T Cells Mediate Anti-tumor Cytotoxicity in Human Bladder Cancer.,"Responses to anti-PD-1 immunotherapy occur but are infrequent in bladder cancer. The specific T cells that mediate tumor rejection are unknown. T cells from human bladder tumors and non-malignant tissue were assessed with single-cell RNA and paired T cell receptor (TCR) sequencing of 30,604 T cells from 7 patients. We find that the states and repertoires of CD8+ T cells are not distinct in tumors compared with non-malignant tissues. In contrast, single-cell analysis of CD4+ T cells demonstrates several tumor-specific states, including multiple distinct states of regulatory T cells. Surprisingly, we also find multiple cytotoxic CD4+ T cell states that are clonally expanded. These CD4+ T cells can kill autologous tumors in an MHC class II-dependent fashion and are suppressed by regulatory T cells. Further, a gene signature of cytotoxic CD4+ T cells in tumors predicts a clinical response in 244 metastatic bladder cancer patients treated with anti-PD-L1.Copyright © 2020 The Authors. Published by Elsevier Inc. All rights reserved.","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Oh DY; Kwek SS; Raju SS; Li T; McCarthy E; Chow E; Aran D; Ilano A; Pai CS; Rancan C,not_signature_like_title,not_signature_like_title
32165065,10.1016/j.eururo.2020.02.028,2020,European urology,Impact of Molecular Subtyping and Immune Infiltration on Pathological Response and Outcome Following Neoadjuvant Pembrolizumab in Muscle-invasive Bladder Cancer.,"The PURE-01 study (NCT02736266) evaluated the use of pembrolizumab before radical cystectomy (RC) in muscle-invasive bladder cancer (MIBC).To evaluate the ability of molecular signatures to predict the pathological complete response (CR: ypT0N0) and progression-free survival (PFS) after pembrolizumab and RC.We analyzed the expression data from patients with T2-4aN0M0 MIBC enrolled in the PURE-01 study (N=84) and from patients of a retrospective multicenter cohort treated with cisplatin-based neoadjuvant chemotherapy (NAC; N=140).Neoadjuvant pembrolizumab or NAC and RC.Immune signatures and molecular subtyping (The Cancer Genome Atlas, consensus model, and genomic subtyping classifier [GSC]) were evaluated in relation to CR and PFS. Multivariable logistic regression analyses for CR were used, adjusting for gender and clinical T stage.The Immune190 signature was significant for CR on multivariable logistic regression analyses (p= 0.02) in PURE-01, but not in the NAC cohort (p= 0.7). Hallmark signatures for interferon gamma (IFNγ; p= 0.004) and IFNα response (p= 0.006) were also associated with CR for PURE-01, but not for NAC (IFNγ: p= 0.9 and IFNα: p= 0.8). In PURE-01, 93% of patients with the highest Immune190 scores (>1st quartile) had 2-yr PFS versus 79% of those with lower scores; no difference was observed in NAC patients, as well as for the other hallmarks in both groups. The neuroendocrine-like subtype had the worst 2-yr PFS in all three subtyping models (33%) and the GSC claudin-low subtype had the best, with no recurrences in 2 yr. Basal subtypes (across classifications) with higher Immune190 scores showed 100% 2-yr PFS after pembrolizumab therapy (p = 0.04, compared with basal-Immune190 low). Statistical analyses are limited by the small number of events and short follow-up.Higher RNA-based immune signature scores were significantly associated with CR and numerically improved PFS outcomes after pembrolizumab, but not after NAC. These data emphasize that RNA profiling is a potential tool for personalizing neoadjuvant therapy selection.We used gene expression profiling to evaluate the association between immune gene expression and response to neoadjuvant immunotherapy, compared with standard chemotherapy, in patients with muscle-invasive bladder cancer (MIBC). We found a significant association between immune gene expression and response to pembrolizumab, but not chemotherapy. We conclude that gene expression profiling has the potential to guide personalized neoadjuvant therapy in MIBC.Copyright © 2020 European Association of Urology. Published by Elsevier B.V. All rights reserved.","Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Necchi A; Raggi D; Gallina A; Ross JS; Farè E; Giannatempo P; Marandino L; Colecchia M; Lucianò R; Bianchi M,not_signature_like_title,not_signature_like_title
30998483,10.1109/JBHI.2019.2911528,2020,IEEE journal of biomedical and health informatics,Computational Identification of RNA-Seq Based miRNA-Mediated Prognostic Modules in Cancer.,"Systematic identification of miRNA prognostic signature can help decipher the effects of biomarkers in cancer treatment. A number of previous studies have only characterized a single miRNA as a promising prognostic biomarker. There is currently a trend toward combining several miRNAs as a panel of prognostic signatures, but few attempts to explain the mechanism of miRNA combination. Throughout this paper, we refer to ""miRNA-mediated prognostic modules"" and propose a novel computational approach called ProModule to analyze prognostic biomarkers from the module perspective. ProModule works in two main stages: it first uses univariate and multivariable Cox proportional hazard regressions to find individual miRNA biomarkers and then employs a clustering method to systematically detect miRNA-mediated modules with statistical prognostic significance. We applied ProModule to three data sets in bladder cancer, breast cancer, and liver cancer, and identified several miRNA prognostic modules for each data set. We found that miRNA prognostic modules have more powerful prognostic value than individuals while presenting coherent miRNA-miRNA expression as well as significant functional enrichment, and thus are likely to be biologically meaningful. Availability: ProModule is implemented in R and available at https://github.com/chupan1218/ProModule.","Journal Article; Research Support, Non-U.S. Gov't",Pan C; Luo J; Zhang J,not_signature_like_title; non_mrna_title,not_signature_like_title; non_mrna_title
31794632,10.1002/cam4.2665,2020,Cancer medicine,Genome-wide screening of abberant methylated drivers combined with relative risk loci in bladder cancer.,"To explore important methylation-driven genes (MDGs) and risk loci to construct risk model for prognosis of bladder cancer (BCa).We utilized TCGA-Assembler package to download 450K methylation data and corresponding transcriptome profiles. MethylMix package was used for identifying methylation-driven genes and functional analysis was mainly performed based on ConsensusPathDB database. Then, Cox regression method was utilized to find prognostic MDGs, and we selected 17 hub genes via stepwise regression and multivariate Cox models. Kruskal-Wallis test was implemented for comparisons between risk with other clinical variables. Moreover, we constructed the risk model and validated it in GSE13507. Gene set enrichment analysis was performed using the levels of risk score as the phenotype. Additionally, we further screened out the relative methylation sites associated with the 17 hub genes. Cox regression and Survival analysis were conducted to find the specifically prognostic sites.Two hundred and twenty-eight MDGs were chosen by ConsensusPathDB database. Results revealed that most conspicuous pathways were transcriptional mis-regulation pathways in cancer and EMT. After Cox regression analysis, 17 hub epigenetic MDGs were identified. We calculated the risk score and found satisfactory predictive efficiency by ROC curve (AUC = 0.762). In the validation group from GSE13507, 17 hub genes remained higher predictive value with AUC = 0.723 and patients in high-risk group. Meanwhile, Kruskal-Wallis test revealed that higher risk score correlated with a higher level of TNM stage, tumor grade, and advanced pathological stages. Then, identified 38 risk methylated loci that highly associated with prognosis. Last, gene set enrichment analysis revealed that high-risk level of MDGs may correlate with several important pathways, including MAPK signaling pathway and so on.Our study indicated several hub-MDGs, calculated novel risk score and explored the prognostic value in BCa, which provided a promising approach to BCA prognosis assessment.© 2019 The Authors. Cancer Medicine published by John Wiley & Sons Ltd.","Journal Article; Research Support, Non-U.S. Gov't",Zhang C; Shen K; Zheng Y; Qi F; Luo J,not_signature_like_title,not_signature_like_title
31610173,10.1016/j.ajpath.2019.09.007,2020,The American journal of pathology,RNA Expression Profiling of Lymphoepithelioma-Like Carcinoma of the Bladder Reveals a Basal-Like Molecular Subtype.,"Lymphoepithelioma-like carcinoma of the bladder (LELC-B) is a rare subtype of urothelial carcinoma consisting of undifferentiated epithelial cells within a dense inflammatory cell infiltrate. We set out to molecularly characterize LELC-B through RNA expression profiling as well as immunohistochemistry (IHC) to understand its underlying biology. Sixteen cases of LELC-B were identified at Johns Hopkins University. RNA sequencing was performed on 14 cases. IHC staining for programmed cell death ligand 1 (PD-L1) and mismatch repair proteins MutL homolog 1 (MLH1), MutS homolog 2 (MSH2), MSH6, and PMS1 homolog, mismatch repair system component 2 (PMS2) was performed. Transcriptomic profiling of LELC-B showed that they are enriched in a basal-like phenotype, with 12 of 14 LELC-B cases correlating to the basal centroid of the bladder cancer analysis of subtypes by gene expression 47 (BASE47) predictive analysis of microarrays (PAM) classifier. Gene signature analysis confirmed the lymphocyte infiltration profile consistent with the histomorphology. LELC-B lacked features to explain the robust lymphocytic infiltrate, such as loss of mismatch repair protein expression or expression of Epstein-Barr virus transcripts. Nonetheless, PD-L1 IHC was positive in 93% of LELC cases. Our study demonstrates that LELC-B tumors are enriched in a basal-like molecular subtype and share a high level of immune infiltration and PD-L1 expression, similar to basal tumors. The basal-like phenotype is consistent with the known sensitivity of LELC-B to chemotherapy and suggests that immune checkpoint therapy should be explored in this rare disease.Copyright © 2020 American Society for Investigative Pathology. Published by Elsevier Inc. All rights reserved.","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Manocha U; Kardos J; Selitsky S; Zhou M; Johnson SM; Breslauer C; Epstein JI; Kim WY; Wobker SE,not_signature_like_title,not_signature_like_title
30953370,10.1002/jcp.28515,2019,Journal of cellular physiology,Prognostic value of differentially methylated gene profiles in bladder cancer.,"DNA methylation can regulate gene expression and is pivotal in the occurrence and development of bladder cancer. In this study, we analyzed whole-genome DNA methylation on the basis of data from The Cancer Genome Atlas to select epigenetic biomarkers predictive of survival and further understand the molecular mechanisms underlying methylation patterns in bladder cancer. We identified 540 differentially methylated genes between tumor and normal tissues, including a number of independent prognostic factors based on univariate analysis. Genes (MIR6732, SOWAHC, SERPINI1, OR10W1, OR7G3, AIM1, and ZFAND5) were integrated to establish a risk model for prognostic assessment based on multivariate Cox analysis. The methylation of SOWAHC was negatively correlated with its messenger RNA expression, and together these were significantly correlated with prognosis. This study took advantage of high-throughput data mining to provide new bioinformatics evidence and ideas for further study into the pathogenesis and prognosis of bladder cancer.© 2019 Wiley Periodicals, Inc.","Journal Article; Research Support, Non-U.S. Gov't",Yang Z; Liu A; Xiong Q; Xue Y; Liu F; Zeng S; Zhang Z; Li Y; Sun Y; Xu C,not_signature_like_title,not_signature_like_title
30846479,10.1158/1078-0432.CCR-18-1515,2019,Clinical cancer research : an official journal of the American Association for Cancer Research,Multi-omics Integration Analysis Robustly Predicts High-Grade Patient Survival and Identifies CPT1B Effect on Fatty Acid Metabolism in Bladder Cancer.,"The perturbation of metabolic pathways in high-grade bladder cancer has not been investigated. We aimed to identify a metabolic signature in high-grade bladder cancer by integrating unbiased metabolomics, lipidomics, and transcriptomics to predict patient survival and to discover novel therapeutic targets.We performed high-resolution liquid chromatography mass spectrometry (LC-MS) and bioinformatic analysis to determine the global metabolome and lipidome in high-grade bladder cancer. We further investigated the effects of impaired metabolic pathways using in vitro and in vivo models.We identified 519 differential metabolites and 19 lipids that were differentially expressed between low-grade and high-grade bladder cancer using the NIST MS metabolomics compendium and lipidblast MS/MS libraries, respectively. Pathway analysis revealed a unique set of biochemical pathways that are highly deregulated in high-grade bladder cancer. Integromics analysis identified a molecular gene signature associated with poor patient survival in bladder cancer. Low expression of CPT1B in high-grade tumors was associated with low FAO and low acyl carnitine levels in high-grade bladder cancer, which were confirmed using tissue microarrays. Ectopic expression of the CPT1B in high-grade bladder cancer cells led to reduced EMT in in vitro, and reduced cell proliferation, EMT, and metastasis in vivo.Our study demonstrates a novel approach for the integration of metabolomics, lipidomics, and transcriptomics data, and identifies a common gene signature associated with poor survival in patients with bladder cancer. Our data also suggest that impairment of FAO due to downregulation of CPT1B plays an important role in the progression toward high-grade bladder cancer and provide potential targets for therapeutic intervention.©2019 American Association for Cancer Research.","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Vantaku V; Dong J; Ambati CR; Perera D; Donepudi SR; Amara CS; Putluri V; Ravi SS; Robertson MJ; Piyarathna DWB,not_signature_like_title,not_signature_like_title
30548659,10.1002/jcb.28278,2019,Journal of cellular biochemistry,Clinical and molecular characteristics of bladder urothelial carcinoma subtypes.,"Bladder urothelial carcinoma (BLCA) is a common malignancy with high heterogeneity. A reasonable molecular subtyping can facilitate biological study and personalized therapy of BLCA. In this study, unsupervised consensus clustering was used to acquire the molecular subtypes of BLCA based on messenger RNA (mRNA) and microRNA (miRNA) data. Gene signature markers and canonical signaling pathways were compared between different subtypes. The Database for Annotation, Visualization and Integrated Discovery (DAVID) was used for the functional annotation of overexpressed genes in different subtypes for Gene Ontology (GO) terms and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathways. Three molecular subtypes were identified including C1 (luminal-P53 like), C2 (luminal-other), and C3 (basal-immune-squamous). C2 was different from C1 and C3 in clinical characteristics, including younger, better prognosis, and a higher proportion of papillary, Asian, low-grade, early-stage, lymph node negative, and complete remission patients (P < 0.05). Three molecular subtypes also showed distinct mRNA and miRNA expression patterns. luminal and P53-like markers were highly expressed in subtype C1, luminal markers were highly expressed in subtype C2, and basal, EMT/claudin-low, immune and squamous-differentiation markers were highly expressed in subtype C3. In addition, highly expressed genes in C1 were involved in extracellular signal transduction and cell-cell interaction, highly expressed genes in C2 were associated with oxygen transport, energy and steroid metabolism, and highly expressed genes in C3 were related with inflammatory, immune, cytokine, and signal transduction. BLCA in different molecular subtypes showed different clinical and molecular characteristics and personalized therapy needed to be adopted according to the molecular subtypes.© 2018 Wiley Periodicals, Inc.","Journal Article; Research Support, Non-U.S. Gov't",Li Y; Yang K; Li K; Liu H; Zhao S; Jiao M; Fu X,not_signature_like_title,not_signature_like_title
30403777,10.1093/carcin/bgy139,2019,Carcinogenesis,Elucidating the role of Agl in bladder carcinogenesis by generation and characterization of genetically engineered mice.,"Amylo-α-1,6-glucosidase,4-α-glucanotransferase (AGL) is an enzyme primarily responsible for glycogen debranching. Germline mutations lead to glycogen storage disease type III (GSDIII). We recently found AGL to be a tumor suppressor in xenograft models of human bladder cancer (BC) and low levels of AGL expression in BC are associated with poor patient prognosis. However, the impact of low AGL expression on the susceptibility of normal bladder to carcinogenesis is unknown. We address this gap by developing a germline Agl knockout (Agl-/-) mouse that recapitulates biochemical and histological features of GSDIII. Agl-/- mice exposed to N-butyl-N-(4-hydroxybutyl) nitrosamine (BBN) had a higher BC incidence compared with wild-type mice (Agl+/+). To determine if the increased BC incidence observed was due to decreased Agl expression in the urothelium specifically, we developed a urothelium-specific conditional Agl knockout (Aglcko) mouse using a Uroplakin II-Cre allele. BBN-induced carcinogenesis experiments repeated in Aglcko mice revealed that Aglcko mice had a higher BC incidence than control (Aglfl/fl) mice. RNA sequencing revealed that tumors from Agl-/- mice had 19 differentially expressed genes compared with control mice. An 'Agl Loss' gene signature was developed and found to successfully stratify normal and tumor samples in two BC patient datasets. These results support the role of AGL loss in promoting carcinogenesis and provide a rationale for evaluating Agl expression levels, or Agl Loss gene signature scores, in normal urothelium of populations at risk of BC development such as older male smokers.© The Author(s) 2018. Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oup.com.","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Sottnik JL; Mallaredy V; Chauca-Diaz A; Ritterson Lew C; Owens C; Dancik GM; Pagliarani S; Lucchiari S; Moggio M; Ripolone M,not_signature_like_title,not_signature_like_title
30784602,10.1016/j.celrep.2019.01.095,2019,Cell reports,Whole-Organ Genomic Characterization of Mucosal Field Effects Initiating Bladder Carcinogenesis.,"We used whole-organ mapping to study the locoregional molecular changes in a human bladder containing multifocal cancer. Widespread DNA methylation changes were identified in the entire mucosa, representing the initial field effect. The field effect was associated with subclonal low-allele frequency mutations and a small number of DNA copy alterations. A founder mutation in the RNA splicing gene, ACIN1, was identified in normal mucosa and expanded clonally with an additional 21 mutations in progression to carcinoma. The patterns of mutations and copy number changes in carcinoma in situ and foci of carcinoma were almost identical, confirming their clonal origins. The pathways affected by the DNA copy alterations and mutations, including the Kras pathway, were preceded by the field changes in DNA methylation, suggesting that they reinforced mechanisms that had already been initiated by methylation. The results demonstrate that DNA methylation can serve as the initiator of bladder carcinogenesis.Copyright © 2019 The Author(s). Published by Elsevier Inc. All rights reserved.","Journal Article; Research Support, N.I.H., Extramural",Majewski T; Yao H; Bondaruk J; Chung W; Lee S; Lee JG; Zhang S; Cogdell D; Yang G; Choi W,not_signature_like_title,not_signature_like_title
30719168,10.7150/jca.28494,2019,Journal of Cancer,Multi-omics Perspective on the Tumor Microenvironment based on PD-L1 and CD8 T-Cell Infiltration in Urothelial Cancer.,"Objectives: We carried out an integrated analysis based on multiple-dimensional types of data from cohorts of bladder cancer patients to identify multi-omics perspective (genomics and transcriptomics) on the tumor microenvironment on the bases of the programmed cell death 1 ligand (PD-L1) and CD8 T-cell infiltration in urothelial carcinoma. Methods: Multiple-dimensional types of data, including clinical, genomic and transcriptomic data of 408 bladder cancer patients were retrieved from the Cancer Genome Atlas database. Based on the median values of PD-L1 and CD8A, the tumor samples were grouped into four tumor microenvironment immune types (TMIT). The RNA sequencing profiles, somatic mutation and PD-L1 amplification data of bladder cancer were analyzed by different TMITs. Results: Our research demonstrated that 36.8% of the evaluated bladder cancer belonged to TMIT I (high PD-L1/high CD8A). TIMT subtypes were not significantly associated with overall survival or disease free survival in urothelial cancer. TMIT I facilitates CD8+ T-cell infiltration and activates T-effector and interferon gamma (IFN-γ) associated gene signature. The number of somatic mutations, cytolytic activity, IFN-γ mRNA expression and TIGIT mRNA expression in TMIT I was remarkably higher than those in other TMIT groups. Our results showed a high rate of C>T transversion and a high rate of transition/transversion (Ti/Tv) in TMIT I bladder tumors. The RB1 mutation was significantly associated with TMIT I bladder cancer and be significantly co-occurring with the TP53 mutation. However, FGFR3 mutation and TP53 mutation were mutually exclusive in TMIT II bladder tumors. More importantly, different amino acid changes by FGFR3/RB1 mutations were also found between TMIT I and TMIT II bladder cancer, such as amino acid changes in ""Immunoglobulin I-set domain (260-356)""and ""Protein tyrosine kinase (472-748)"". We also detected 9 genes as significantly cancer-associated genes in TMIT I bladder cancer, of which, RAD51C has been reported to play an important role in DNA damage responses. Further analysis concentrated on the potential molecular mechanism found that TMIT I was significantly associated with anti-tumor immune-related signaling pathway, and kataegis was present on chromosome 21 in TMIT I bladder tumors. Conclusions: The classification of bladder cancer into four TMITs on the bases of the PD-L1 expression and the CD8+ CTLs statuses is an appropriate approach for bladder tumor immunotherapy. TMIT I (high PD-L1/high CD8A) is significantly correlated with more somatic mutation burden, and facilitates CD8+ T-cell infiltration and activates T-effector and IFN-γ associated gene signature. Alteration landscape for somatic variants was different between TMIT I and TMIT II (low PD-L1/low CD8A).",Journal Article,Chen S; Zhang N; Shao J; Wang T; Wang X,not_signature_like_title,not_signature_like_title
