pmid,doi,year,journal,title,abstract,pubtypes,authors,revision_screening_reasons
34816620,10.1002/cam4.4443,2022,Cancer medicine,Long noncoding RNAs to predict postoperative recurrence in bladder cancer and to develop a new molecular classification system.,"Reliable molecular markers are much needed for early prediction of recurrence in muscle-invasive bladder cancer (MIBC) patients. We aimed to build a long-noncoding RNA (lncRNA) signature to improve recurrence prediction and lncRNA-based molecular classification of MIBC.LncRNAs of 320 MIBC patients from the Cancer Genome Atlas (TCGA) database were analyzed, and a nomogram was established. A molecular classification system was created, and immunotherapy and chemotherapy response predictions, immune score analysis, immune infiltration analysis, and mutational data analysis were conducted. Survival analysis validation was also performed.An eight-lncRNA signature classifed the patients into high- and low-risk subgroups, and these groups had significantly different (disease-free survival) DFS. The ability of the eight-lncRNA signature to make an accurate prognosis was tested using a validation dataset from our samples. The nomogram achieved a C-index of 0.719 (95% CI, 0.674-0.764). Time-dependent receiver operating characteristic curve (ROC) analysis indicated the superior prognostic accuracy of nomograms for DFS prediction (0.76, 95% CI, 0.697-0.807). Further, the four clusters (median DFS = 11.8, 15.3, 17.9, and 18.9 months, respectively) showed a high frequency of TTN (cluster 1), fibroblast growth factor receptor-3 (cluster 2), TP53 (cluster 3), and TP53 mutations (cluster 4), respectively. They were enriched with M2 macrophages (cluster 1), CD8+ T cells (cluster 2), M0 macrophages (cluster 3), and M0 macrophages (cluster 4), respectively. Clusters 2 and 3 demonstrated potential sensitivity to immunotherapy and insensitivity to chemotherapy, whereas cluster 4 showed potential insensitivity to immunotherapy and sensitivity to chemotherapy.The eight-lncRNA signature risk model may be a reliable prognostic signature for MIBC, which provides new insights into prediction of recurrence of MIBC. The model may help clinical decision and eventually benefit patients.© 2021 The Authors. Cancer Medicine published by John Wiley & Sons Ltd.","Journal Article; Research Support, Non-U.S. Gov't",Li Z; Jiang L; Zhang Z; Deng M; Wei W; Tang H; Guo S; Ye Y; Yao K; Liu Z,non_mrna_feature
34738881,10.1080/21655979.2021.2000122,2021,Bioengineered,Multi-Omics analysis identifies a lncRNA-related prognostic signature to predict bladder cancer recurrence.,"Bladder cancer (BLCA) is one of the most common cancers worldwide with high recurrence rate. Hence, we intended to establish a recurrence-related long non-coding RNA (lncRNA) model of BLCA as a potential biomarker based on multi-omics analysis. Multi-omics data including copy number variation (CNV) data, mutation annotation files, RNA expression profiles and clinical data of The Cancer Genome Atlas (TCGA) BLCA cohort (303 cases) and GSE31684 (93 cases) were downloaded from public database. With multi-omics analysis, twenty lncRNAs were identified as the candidates related with BLCA recurrence, CNVs and mutations in training set. Ten-lncRNA signature were established using least absolute shrinkage and selection operation (LASSO) and Cox regression. Then, various survival analysis was used to assess the power of lncRNA model in predicting BLCA recurrence. The results showed that the recurrence-free survival time of high-risk group was significantly shorter than that of low-risk group in training and testing sets, and the predictive value of ten-lncRNA signature was robust and independent of other clinical variables. Gene Set Enrichment Analysis (GSEA) showed this signature were associated with immune disorders, indicating this signature may be involved in tumor immunology. After compared with the other reported lncRNA signatures, ten-lncRNA signature was validated as a superior prognostic model in predicting the recurrence of BLCA. The effectiveness of the model was also evaluated in bladder cancer samples via qRT-PCR. Thus, the novel ten-lncRNA signature, constructed based on multi-omics data, had robust prognostic power in predicting the recurrence of BLCA and potential clinical implications as biomarkers.","Journal Article; Research Support, Non-U.S. Gov't",Xu Z; Chen H; Sun J; Mao W; Chen S; Chen M,non_mrna_feature
34802433,10.1186/s12885-021-08981-4,2021,BMC cancer,An effective N6-methyladenosine-related long non-coding RNA prognostic signature for predicting the prognosis of patients with bladder cancer.,"Bladder cancer (BLCA) typically has a poor prognosis due to high relapse and metastasis rates. A growing body of evidence indicates that N6-methyladenosine (m6A) and long non-coding RNAs (lncRNAs) play crucial roles in the progression of BLCA and the treatment response of patients with BLCA. Therefore, we conducted a comprehensive RNA-seq analysis of BLCA using data from The Cancer Genome Atlas (TCGA) to establish an m6A-related lncRNA prognostic signature (m6A-RLPS) for BLCA.Consensus clustering analysis was used to investigate clusters of BLCA patients with varying prognoses. The least absolute shrinkage and selection operator Cox regression were used to develop the m6A-RLPS. The ESTIMATE and CIBERSORT algorithms were used to evaluate the immune composition.A total of 745 m6A-related lncRNAs were identified using Pearson correlation analysis (|R| > 0.4, p < 0.001). Fifty-one prognostic m6A-related lncRNAs were screened using univariate Cox regression analysis. Through consensus clustering analysis, patients were divided into two clusters (clusters 1 and 2) with different overall survival rates and tumor stages based on the differential expression of the lncRNAs. Enrichment analysis demonstrated that terms related to tumor biological processes and immune-related activities were increased in patient cluster 2, which was more likely to exhibit low survival rates. Nine m6A-related prognostic lncRNAs were finally determined and subsequently used to construct the m6A-RLPS, which was verified to be an independent predictor of prognosis using univariate and multivariate Cox regression analyses. Further, a nomogram based on age, tumor stage, and the m6A-RLPS was generated and showed high accuracy and reliability with respect to predicting the survival outcomes of BLCA patients. The prognostic signature was found to be strongly correlated to tumor-infiltrating immune cells and immune checkpoint expression.We established a novel m6A-RLPS with a favorable prognostic value for patients with BLCA. We believe that this prognostic signature can provide new insights into the tumorigenesis of BLCA and predict the treatment response in patients with BLCA.© 2021. The Author(s).",Journal Article,Ma T; Wang X; Meng L; Liu X; Wang J; Zhang W; Tian Z; Zhang Y,non_mrna_feature
34663340,10.1186/s12957-021-02419-8,2021,World journal of surgical oncology,Prognostic value of immune-related lncRNA pairs in patients with bladder cancer.,"The characteristics of immune-related long non-coding ribonucleic acids (ir-lncRNAs), regardless of their specific levels, have important implications for the prognosis of patients with bladder cancer.Based on The Cancer Genome Atlas database, original transcript data were analyzed. The ir-lncRNAs were obtained using a coexpression method, and their differentially expressed pairs (DE-ir-lncRNAs) were identified by univariate analysis. The lncRNA pairs were verified using a Lasso regression test. Thereafter, receiver operating characteristic curves were generated, and an optimal risk model was established. The clinical value of the model was verified through the analysis of patient survival rates, clinicopathological characteristics, presence of tumor-infiltrating immune cells, and chemotherapy efficacy evaluation.In total, 49 pairs of DE-ir-lncRNAs were identified, of which 21 were included in the Cox regression model. A risk regression model was established on the premise of not involving the specific expression value of the transcripts.The method and model used in this study have important clinical predictive value for bladder cancer and other malignant tumors.© 2021. The Author(s).",Journal Article,Gao Z; Wu D; Zheng W; Zhu T; Sun T; Yuan L; Fei F; Fu P,non_mrna_feature
33869042,10.3389/fonc.2021.647236,2021,Frontiers in oncology,Autophagy-Related Long Non-coding RNA Is a Prognostic Indicator for Bladder Cancer.,"Bladder cancer (BC) is one of the most common malignant urinary system tumors, and its prognosis is poor. In recent years, autophagy has been closely linked to the development of BC. Therefore, we investigated the potential prognostic role of autophagy-related long non-coding RNA (lncRNA) in patients with BC. We obtained the lncRNA information and autophagy genes, respectively, from The Cancer Genome Atlas (TCGA) data set and the human autophagy database (HADb) and performed a co-expression analysis to identify autophagy gene-associated lncRNAs. Then, we divided the data into training group and testing group. In the training group, 15 autophagy-related lncRNAs were found to have a prognostic value (AC026369.3, USP30-as1, AC007991.2, AC104785.1, AC010503.4, AC037198.1, AC010331.1, AF131215.6, AC084357.2, THUMPD3-AS1, U62317.4, MAN1B1-DTt, AC024060.1, AL662844.4, and AC005229.4). The patients were divided into low-risk group and high-risk group based on the prognostic lncRNAs. The overall survival (OS) time for the high-risk group was shorter than that for the low-risk group [risk ratio (hazard ratio, HR) = 1.08, 95% CI: 1.06-1.10; p < 0.0001]. Using our model, the defined risk value can predict the prognosis of a patient. Next, the model was assessed in the TCGA testing group to further validate these results. A total of 203 patients with BC were recruited to verify the lncRNA characteristics. We divided these patients into high-risk group and low-risk group. The results of testing data set show that the survival time of high-risk patients is shorter than that of low-risk patients. In the training group, the area under the curve (AUC) was more than 0.7, indicating a high level of accuracy. The AUC for a risk model was greater than that for each clinical feature alone, indicating that the risk value of a model was the best indicator for predicting the prognosis. Further training data analysis showed that the gene set was significantly enriched in cancer-related pathways, including actin cytoskeleton regulation and gap junctions. In conclusion, our 15 autophagy-related lncRNAs have a prognostic potential for BC, and may play key roles in the biology of BC.Copyright © 2021 Wan, Guo, Fang, Xu, Hu and Luo.",Journal Article,Wan J; Guo C; Fang H; Xu Z; Hu Y; Luo Y,non_mrna_feature
33850758,10.21037/tau-20-1353,2021,Translational andrology and urology,Identification and validation of a prognostic immune-related lncRNA signature in bladder cancer.,"Recently, researches have implied that immune-related lncRNAs (IR-lncRNAs) have a vital role in tumor occurrence and development. However, the study in bladder cancer (Bca) is still unclear. New biomarkers and reliable prognostic models for Bca are still limited. Here, we investigated the potential application value of immune-related lncRNAs in the prognostic evaluation of Bca patients.We obtained clinical information and corresponding sequencing data from the The Cancer Genome Atlas (TCGA) database, and the cohort of Bca patients was divided into training and validation cohorts (ratio 7:3) randomly. An immune-related lncRNA co-expression network was constructed to identify immune-related lncRNAs. The candidate module intimately associated with overall survival (OS) was identified by using weighted gene co-expression network analysis (WGCNA). Univariate, multivariate Cox regression and LASSO analysis were performed to build the immune-related lncRNA signature. A prognostic model was further developed and its prognostic value was evaluated by Kaplan-Meier (KM) analysis. GSEA, KEGG analysis and GO annotation were used for functional annotation in this study.Totally, we identified 1,249 differentially expressed IR-lncRNAs were and six of which (AC005674.2, AC090948.1, TFAP2A-AS1, AL354919.2, AC011468.1 and AC018809.2) were finally selected in the gene signature. According to survival analysis, patients with high-risk scores were significantly related to poor survival outcomes. Furthermore, we established a novel gene signature demonstrated high prognostic value, and can be utilized as an independent risk factor (validation cohort: P<0.001, HR =3.832; training cohort: P<0.001, HR =2.843). Additionally, we built a nomogram on account of the clinicopathologic characteristics and gene signature to predict the survival probability of 1-, 3- and 5-year in Bca patients. The value of AUC curve of 1-, 3- and 5-year survival probability was 0.724, 0.777 and 0.77, severally. Furthermore, some enrichment pathways were identified by KEGG and GO analysis, and might be useful to display the potential mechanism for Bca.Our results indicated that the signature of six immune-related lncRNAs had an underlying value in the prognosis of Bca patients and might be helpful for the immunotherapy of Bca.2021 Translational Andrology and Urology. All rights reserved.",Journal Article,Zhao K; Zhang Q; Zeng T; Zhang J; Song N; Wang Z,non_mrna_feature
33535616,10.3390/ijms22031450,2021,International journal of molecular sciences,A Molecular Signature Determines the Prognostic and Therapeutic Subtype of Non-Muscle-Invasive Bladder Cancer Responsive to Intravesical Bacillus Calmette-Guérin Therapy.,"Non-muscle-invasive bladder cancer (NMIBC) is clinically heterogeneous; thus, many patients fail to respond to treatment and relapse. Here, we identified a molecular signature that is both prognostic and predictive for NMIBC heterogeneity and responses to Bacillus Calmette-Guérin (BCG) therapy. Transcriptomic profiling of 948 NMIBC patients identified a signature-based subtype predictor, MSP888, along with three distinct molecular subtypes: DP.BCG+ (related to progression and response to BCG treatment), REC.BCG+ (related to recurrence and response to BCG treatment), and EP (equivocal prognosis). Patients with the DP.BCG+ subtype showed worse progression-free survival but responded to BCG treatment, whereas those with the REC.BCG+ subtype showed worse recurrence-free survival but responded to BCG treatment. Multivariate analyses revealed that MSP888 showed independent clinical utility for predicting NMIBC prognosis (each p = 0.001 for progression and recurrence, respectively). Comparative analysis of this classifier and previously established molecular subtypes (i.e., Lund taxonomy and UROMOL class) revealed that a great proportion of patients were similar between subtypes; however, the MSP888 predictor better differentiated biological activity or responsiveness to BCG treatment. Our data increase our understanding of the mechanisms underlying the poor prognosis of NMIBC and the effectiveness of BCG therapy, which should improve clinical practice and complement other diagnostic tools.",Journal Article,Kim SK; Park SH; Kim YU; Byun YJ; Piao XM; Jeong P; Kim K; Lee HY; Seo SP; Kang HW,not_signature_model
33552945,10.3389/fonc.2020.542140,2020,Frontiers in oncology,Identification of Immune-Related lncRNA Signature to Predict Prognosis and Immunotherapeutic Efficiency in Bladder Cancer.,"Identify immune-related lncRNA (IRL) signature related to the prognosis and immunotherapeutic efficiency for bladder cancer (BLCA) patients.A total of 397 samples, which contained RNA-seq and clinical information from The Cancer Genome Atlas (TCGA) database, were used for the following study. Then the Lasso penalized Cox proportional hazards regression model was used to construct prognostic signature. According to the optimal cut-off value determined by time-dependent ROC curve, low and high-risk groups were set up. One immunotherapy microarray dataset as validation set was used to verify the ability of predicting immunotherapy efficacy. Furthermore, more evaluation between two risk groups related clinical factors were conducted. Finally, external validation of IRL-signature was conducted in Zhengzhou cohort.Four IRLs (HCP5, IPO5P1, LINC00942, and LINC01356) with significant prognostic value (P<0.05) were distinguished. This signature can accurately predict the overall survival of BLCA patients and was verified in the immunotherapy validation set. IRL-signatures can be used as independent prognostic risk factor in various clinical subgroups. According to the results of GSVA and MCP algorithm, we found that IRL-signature risk score is strikingly negative correlated with tumor microenvironment (TME) CD8+T cells and Cytotoxic lymphocytes infiltration, indicating that the better prognosis and immunotherapy might be caused partly by these. Then, the results from the TIDE analysis revealed that IRL could efficiently predict the response of immunotherapy in BLCA. External validation had similar results with TCGA-BLCA cohort.The novel IRL-signature has a significant prognostic value for BLCA patients might facilitate predicting the efficacy of immunotherapy.Copyright © 2021 Zhang, Li, Zhan, Wang, Zhu and Zhang.",Journal Article,Zhang L; Li L; Zhan Y; Wang J; Zhu Z; Zhang X,non_mrna_feature
33270518,10.1089/dna.2020.6014,2021,DNA and cell biology,A Competing Endogenous RNA Network and an 8-lncRNA Prognostic Signature Identify MYO16-AS1 as an Oncogenic lncRNA in Bladder Cancer.,"Recently, growing evidence has shed light on the competitive endogenous RNAs (ceRNAs) activity of long noncoding RNAs (lncRNAs) in carcinogenesis and tumor progression. To better elucidate the regulatory mechanisms of lncRNA in muscle-invasive bladder cancer (MIBC), we identified aberrantly expressed mRNAs, lncRNAs, and miRNAs in tumor tissues by using RNA sequence profiles from The Cancer Genome Atlas. The MIBC-specific ceRNA network, including 58 lncRNAs, 22 miRNAs, and 52 mRNAs, was constructed and visualized in Cytoscape. Further, using the univariate and multivariate Cox regression model, we screened 8 lncRNAs (AC078778.1, LINC00525, AC008676.1, AP000553.1, SACS-AS1, AC009065.1, AC127496.3, and MYO16-AS1) to construct an lncRNA signature for predicting the overall survival of MIBC patients. Kaplan-Meier analysis and a receiver operating characteristic curve were applied to evaluate the performance of the signature. Real-time quantitative PCR analysis was carried out to test expression levels of the 8 lncRNAs in MIBC patient tissues. Transwell assays demonstrated that overexpressing MYO16-AS1 can enhance UMUC2 migration and invasion. Our study offers a novel lncRNA-correlated ceRNA model to better understand the molecular mechanisms involved in MIBC. In addition, we developed an independent 8-lncRNAs biomarker for prognostic prediction and identified MYO16-AS1 as an oncogenic lncRNA in bladder cancer.",Journal Article,Shen D; Zhang Y; Zheng Q; Yu S; Xia L; Cheng S; Li G,non_mrna_feature
32471889,10.1136/jclinpath-2020-206631,2021,Journal of clinical pathology,Immune gene expression profiles in high-grade urothelial carcinoma of the bladder: a NanoString study.,"The advent of immune checkpoint inhibitor therapy has proven beneficial in a subset of high-grade urothelial carcinomas (HGUC) of the bladder. Although treatment selection is currently largely determined by programmed death-ligand 1 (PD-L1) status, multiple factors in the immune system may modulate the host immune response to HGUC and immunotherapy. In this pilot study, we used a transcriptomic approach to identify the immune milieu associated with PD-L1 expression to enhance our understanding of the HGUC immune evasion network.The immune transcriptome of 40 HGUC cystectomy cases was profiled using the NanoString nCounter Human V.1.1 PanCancer Panel. All cases were assessed for associated PD-L1 status (SP263) using whole tissue sections. PD-L1 status was determined as high or low using 25% tumour and/or immune cell staining.The most significantly differentially expressed gene was PD-L1 messenger RNA (CD274), which strongly correlated with protein expression (r=0.720, p<0.001). The sensitivity, specificity, positive and negative predictive values of CD274 for PD-L1 expression were 85%, 96%, 92% and 93%, respectively. The PD-L1 associated gene signature also included complement components C1QA and CD46 and NOD2 (innate immune system), proinflammatory cytokines CXCL14, CXCL16, CCL3, CCL3L1 and OSM along with the immune response mediator SMAD3, among others. Pathway analysis determined enrichment of these genes in interleukin-10 production, lymphocyte chemotaxis and aberrant IFNγ, NF-κB and ERK signalling networks.We report key genes and pathways in the immune transcriptome and their association with PD-L1 status, which may be involved in immune evasion of HGUC and warrants further investigation.© Author(s) (or their employer(s)) 2021. No commercial re-use. See rights and permissions. Published by BMJ.",Journal Article,Olkhov-Mitsel E; Hodgson A; Liu SK; Vesprini D; Bayani J; Bartlett J; Xu B; Downes MR,no_clinical_endpoint
33324071,10.2147/OTT.S284167,2020,OncoTargets and therapy,Extracellular Matrix-Related Six-lncRNA Signature as a Novel Prognostic Biomarker for Bladder Cancer.,"Bladder cancer (BC) is the fourth-commones cancer and the sixth-leading cause of cancer-related death among men. However, a lack of reliable biomarkers remains a problem forprognosis and treatment of BC. lncRNAs have been shown to play important roles in various cancers, and have emerged as promising biomarkers for cancer prognosis and treatment.In this study, using univariate and multivariate Cox regression analysis, we examined the differential expression profiles of 1,651 lncRNAs in the TCGA BLCA cohort and created a prognostic gene signature composed of six lncRNAs (for SNHG12, MAFG- DT, ASMTL-AS1, LINC02321, LINC01322, and LINC00922), designed the SMALLL signature.The SMALLL signature displayed significant prognostic power for overall survival for BC patients in multiple cohorts. Gene Ontology analysis showed that genes coexpressed with the SMALLL signature were associated with the extracellular matrix network, and immune cell-infiltration analysis showed that activated naïve B cells, regulatory T cells, M0 macrophages, eosinophils, resting memory CD4 T cells and resting NK cells were significantly different in high- and low-risk groups. We also confirmed differential expression of the lncRNAs of the SMALLL signature in BC tissue and paracancer normal tissue by qRT-PCR analysis. Cell-invasion and -migration experiments showed that MAFG-AS1, ASMTL-AS1, LINC02321, and LINC00922 significantly affected cell invasion and migration.Our study revealed that the lncRNA signature is an important predictive factor of prognosis and provides a promising biomarker for BC.© 2020 Qing et al.",Journal Article,Qing L; Gu P; Liu M; Shen J; Liu X; Guang R; Ke K; Huang Z; Lee W; Zhao H,non_mrna_feature
32882873,10.3390/cancers12092476,2020,Cancers,Cancer-Specific Immune Prognostic Signature in Solid Tumors and Its Relation to Immune Checkpoint Therapies.,"To elucidate the role of immune cell infiltration as a prognostic signature in solid tumors, we analyzed immune-function-related genes from four publicly available single-cell RNA-Seq data sets and twenty bulk tumor RNA-Seq data sets from The Cancer Genome Atlas (TCGA). Unsupervised clustering of pan-cancer transcriptomic signature showed two major immune function types: one related to NK-, T-, and B-cell functions and the other related to monocyte, macrophage, dendritic cell, and Toll-like receptor functions. Kaplan-Meier analysis showed differential prognosis of these two groups, dependent on the cancer type. Our analysis of TCGA solid tumors with an elastic net model identified 155 genes associated with disease-free survival in different tumor types with varied influence across different cancer types. With this gene set, we computed cancer-specific prognostic immune score models for individual cancer types that predicted disease-free and overall survival. Validation of our model on available published data of immune checkpoint blockade therapies on melanoma, kidney renal cell carcinoma, non-small cell lung cancer, gastric cancer and bladder cancer confirmed that cancer-specific higher immune scores are associated with response to immunotherapy. Our analysis provides a comprehensive map of cancer-specific immune-related prognostic gene sets that are associated with immunotherapy response.",Journal Article,Das S; Camphausen K; Shankavaram U,not_bladder
32805727,10.18632/aging.103718,2020,Aging,An autophagy-related long non-coding RNA prognostic signature accurately predicts survival outcomes in bladder urothelial carcinoma patients.,"In this study, we analyzed the prediction accuracy of an autophagy-related long non-coding RNA (lncRNA) prognostic signature using bladder urothelial carcinoma (BLCA) patient data from The Cancer Genome Atlas (TCGA) database. Univariate and multivariate Cox regression analyses showed significant correlations between five autophagy-related lncRNAs, LINC02178, AC108449.2, Z83843.1, FAM13A-AS1 and USP30-AS1, and overall survival (OS) among BCLA patients. The risk scores based on the autophagy-related lncRNA prognostic signature accurately distinguished high- and low-risk BCLA patients that were stratified according to age; gender; grade; and AJCC, T, and N stages. The autophagy-related lncRNA signature was an independent prognostic predictor with an AUC value of 0.710. The clinical nomogram with the autophagy-related lncRNA prognostic signature showed a high concordance index of 0.73 and accurately predicted 1-, 3-, and 5-year survival times among BCLA patients in the high- and low-risk groups. The lncRNA-mRNA co-expression network contained 77 lncRNA-mRNA links among 5 lncRNAs and 49 related mRNAs. Gene set enrichment analysis showed that cancer- and autophagy-related pathways were significantly enriched in the high-risk group, and immunoregulatory pathways were enriched in the low-risk group. These findings demonstrate that an autophagy-related lncRNA signature accurately predicts the prognosis of BCLA patients.",Journal Article,Sun Z; Jing C; Xiao C; Li T,non_mrna_feature
32441304,10.1042/BSR20194432,2020,Bioscience reports,Development of a novel prognostic signature for predicting the overall survival of bladder cancer patients.,"Bladder cancer is one of the most common malignancies. So far, no effective biomarker for bladder cancer prognosis has been identified. Aberrant DNA methylation is frequently observed in the bladder cancer and holds considerable promise as a biomarker for predicting the overall survival (OS) of patients.We downloaded the DNA methylation and transcriptome data for bladder cancer from The Cancer Genome Atlas (TCGA), a public database, screened hypo-methylated and up-regulated genes, similarly, hyper-methylation with low expression genes, then retrieved the relevant methylation sites. Cox regression analysis was used to identify a nine-methylation site signature of a training group. Predictive ability was validated in a test group by receiver operating characteristic (ROC) analysis.We identified nine bladder cancer-specific methylation sites as potential prognostic biomarkers and established a risk score system based on the methylation site signature to evaluate the OS. The performance of the signature was accurate, with area under curve was 0.73 in the training group and 0.71 in the test group. Taking clinical features into consideration, we constructed a nomogram consisting of the nine-methylation site signature and patients' clinical variables, and found that the signature was an independent risk factor.Overall, the significant nine methylation sites could be novel prediction biomarkers, which could aid in treatment and also predict the overall survival likelihoods of bladder cancer patients.© 2020 The Author(s).","Journal Article; Research Support, Non-U.S. Gov't; Validation Study",Tang H; Kan L; Ou T; Chen D; Dou X; Wu W; Ji X; Wang M; Zong Z; Mo H,methylation_model
32497499,10.1016/j.cell.2020.05.017,2020,Cell,Intratumoral CD4+ T Cells Mediate Anti-tumor Cytotoxicity in Human Bladder Cancer.,"Responses to anti-PD-1 immunotherapy occur but are infrequent in bladder cancer. The specific T cells that mediate tumor rejection are unknown. T cells from human bladder tumors and non-malignant tissue were assessed with single-cell RNA and paired T cell receptor (TCR) sequencing of 30,604 T cells from 7 patients. We find that the states and repertoires of CD8+ T cells are not distinct in tumors compared with non-malignant tissues. In contrast, single-cell analysis of CD4+ T cells demonstrates several tumor-specific states, including multiple distinct states of regulatory T cells. Surprisingly, we also find multiple cytotoxic CD4+ T cell states that are clonally expanded. These CD4+ T cells can kill autologous tumors in an MHC class II-dependent fashion and are suppressed by regulatory T cells. Further, a gene signature of cytotoxic CD4+ T cells in tumors predicts a clinical response in 244 metastatic bladder cancer patients treated with anti-PD-L1.Copyright © 2020 The Authors. Published by Elsevier Inc. All rights reserved.","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Oh DY; Kwek SS; Raju SS; Li T; McCarthy E; Chow E; Aran D; Ilano A; Pai CS; Rancan C,no_clinical_endpoint
32579540,10.18632/aging.103369,2020,Aging,Identification of an immune-related long non-coding RNA signature and nomogram as prognostic target for muscle-invasive bladder cancer.,"To identify an immune-related prognostic signature based on long non-coding RNAs (lncRNAs) and find immunotherapeutic targets for bladder urothelial carcinoma, we downloaded RNA-sequencing data from The Cancer Genome Atlas (TCGA) dataset. Functional enrichment analysis demonstrated bladder urothelial carcinoma was related to immune-related functions. We obtained 332 immune-related genes and 262 lncRNAs targeting immune-related genes. We constructed a signature based on eight lncRNAs in training cohort. Patients were classified as high-risk and low-risk according to signature risk score. High-risk patients had poor overall survival compared with low-risk patients (P < 0.001). Multivariate Cox regression suggested the signature was an independent prognostic indicator. The findings were further validated in testing, entire TCGA and external validation cohorts. Gene set enrichment analysis indicated significant enrichment of immune-related phenotype in high-risk group. Immunohistochemistry and online analyses validated the functions of 4 key immune-related genes (LIG1, TBX1, CTSG and CXCL12) in bladder urothelial carcinoma. Nomogram proved to be a good classifier for muscle-invasive bladder cancer through combining the signature. In conclusion, our immune-related prognostic signature and nomogram provided prognostic indicators and potential immunotherapeutic targets for muscle-invasive bladder cancer.","Journal Article; Research Support, Non-U.S. Gov't; Validation Study",Song Y; Jin D; Chen J; Luo Z; Chen G; Yang Y; Liu X,non_mrna_feature
32165065,10.1016/j.eururo.2020.02.028,2020,European urology,Impact of Molecular Subtyping and Immune Infiltration on Pathological Response and Outcome Following Neoadjuvant Pembrolizumab in Muscle-invasive Bladder Cancer.,"The PURE-01 study (NCT02736266) evaluated the use of pembrolizumab before radical cystectomy (RC) in muscle-invasive bladder cancer (MIBC).To evaluate the ability of molecular signatures to predict the pathological complete response (CR: ypT0N0) and progression-free survival (PFS) after pembrolizumab and RC.We analyzed the expression data from patients with T2-4aN0M0 MIBC enrolled in the PURE-01 study (N=84) and from patients of a retrospective multicenter cohort treated with cisplatin-based neoadjuvant chemotherapy (NAC; N=140).Neoadjuvant pembrolizumab or NAC and RC.Immune signatures and molecular subtyping (The Cancer Genome Atlas, consensus model, and genomic subtyping classifier [GSC]) were evaluated in relation to CR and PFS. Multivariable logistic regression analyses for CR were used, adjusting for gender and clinical T stage.The Immune190 signature was significant for CR on multivariable logistic regression analyses (p= 0.02) in PURE-01, but not in the NAC cohort (p= 0.7). Hallmark signatures for interferon gamma (IFNγ; p= 0.004) and IFNα response (p= 0.006) were also associated with CR for PURE-01, but not for NAC (IFNγ: p= 0.9 and IFNα: p= 0.8). In PURE-01, 93% of patients with the highest Immune190 scores (>1st quartile) had 2-yr PFS versus 79% of those with lower scores; no difference was observed in NAC patients, as well as for the other hallmarks in both groups. The neuroendocrine-like subtype had the worst 2-yr PFS in all three subtyping models (33%) and the GSC claudin-low subtype had the best, with no recurrences in 2 yr. Basal subtypes (across classifications) with higher Immune190 scores showed 100% 2-yr PFS after pembrolizumab therapy (p = 0.04, compared with basal-Immune190 low). Statistical analyses are limited by the small number of events and short follow-up.Higher RNA-based immune signature scores were significantly associated with CR and numerically improved PFS outcomes after pembrolizumab, but not after NAC. These data emphasize that RNA profiling is a potential tool for personalizing neoadjuvant therapy selection.We used gene expression profiling to evaluate the association between immune gene expression and response to neoadjuvant immunotherapy, compared with standard chemotherapy, in patients with muscle-invasive bladder cancer (MIBC). We found a significant association between immune gene expression and response to pembrolizumab, but not chemotherapy. We conclude that gene expression profiling has the potential to guide personalized neoadjuvant therapy in MIBC.Copyright © 2020 European Association of Urology. Published by Elsevier B.V. All rights reserved.","Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Necchi A; Raggi D; Gallina A; Ross JS; Farè E; Giannatempo P; Marandino L; Colecchia M; Lucianò R; Bianchi M,not_signature_model
30998483,10.1109/JBHI.2019.2911528,2020,IEEE journal of biomedical and health informatics,Computational Identification of RNA-Seq Based miRNA-Mediated Prognostic Modules in Cancer.,"Systematic identification of miRNA prognostic signature can help decipher the effects of biomarkers in cancer treatment. A number of previous studies have only characterized a single miRNA as a promising prognostic biomarker. There is currently a trend toward combining several miRNAs as a panel of prognostic signatures, but few attempts to explain the mechanism of miRNA combination. Throughout this paper, we refer to ""miRNA-mediated prognostic modules"" and propose a novel computational approach called ProModule to analyze prognostic biomarkers from the module perspective. ProModule works in two main stages: it first uses univariate and multivariable Cox proportional hazard regressions to find individual miRNA biomarkers and then employs a clustering method to systematically detect miRNA-mediated modules with statistical prognostic significance. We applied ProModule to three data sets in bladder cancer, breast cancer, and liver cancer, and identified several miRNA prognostic modules for each data set. We found that miRNA prognostic modules have more powerful prognostic value than individuals while presenting coherent miRNA-miRNA expression as well as significant functional enrichment, and thus are likely to be biologically meaningful. Availability: ProModule is implemented in R and available at https://github.com/chupan1218/ProModule.","Journal Article; Research Support, Non-U.S. Gov't",Pan C; Luo J; Zhang J,not_bladder; non_mrna_feature
